asset_unique,symb_assets,type_assets,Variance,Skewness,Kurtosis,Stable \alpha,Stable \gamma,Q_{5%},Q_{2.5%},Q_{1%},Q_{0.5%},CTE_{5%},CTE_{2.5%},CTE_{1%},CTE_{0.5%},Q_{95%},Q_{97.5%},Q_{99%},Q_{99.5%},CTE_{95%},CTE_{97.5%},CTE_{99%},CTE_{99.5%},GARCH parameter,ARCH parameter
Verge_XVG,XVG,Crypto,0.061892964,-10.55832934,275.9723011,1.114693078,0.05886036,-0.249236742,-0.361467043,-0.468896613,-0.659970418,-0.484335836,-0.665845877,-1.042826833,-1.616684806,0.290966606,0.405465108,0.557318653,0.70029103,0.489574215,0.644446732,0.864607885,1.145731529,0.248126823,0.751872977
Vertcoin_VTC,VTC,Crypto,0.020836657,5.25261722,74.95985383,1.402949404,0.049272381,-0.16461471,-0.229305918,-0.31671932,-0.38077536,-0.252463204,-0.314252859,-0.38775338,-0.440557323,0.172382947,0.294145651,0.488818701,0.624214994,0.388360651,0.551964987,0.838530744,1.196134366,0.825344483,0.174655317
Viacoin_VIA,VIA,Crypto,0.020463723,7.461951298,146.5466063,1.462276332,0.05222678,-0.170700328,-0.224341236,-0.301002628,-0.335395176,-0.243241866,-0.293572069,-0.357353542,-0.39073609,0.181284431,0.275571227,0.387700097,0.502674314,0.356917531,0.500190196,0.767981617,1.030772423,0,0.9999998
VIBE_VIBE,VIBE,Crypto,0.0319377,-2.645628149,81.72320466,1.509745501,0.055896975,-0.190327851,-0.251119828,-0.304604482,-0.38641045,-0.349342347,-0.469680013,-0.776869654,-1.06706268,0.173802111,0.277202962,0.411060453,0.840529153,0.389436169,0.551109309,0.879033552,1.140498973,0.809085478,0.190914322
Wagerr_WGR,WGR,Crypto,0.062778375,17.32569984,370.0391572,1.582384075,0.055599331,-0.165703084,-0.214509353,-0.304882723,-0.377996855,-0.246298387,-0.306490535,-0.374087696,-0.428392301,0.170201763,0.259521962,0.372466306,0.478831821,0.458349363,0.717548505,1.29254855,2.152261144,0,0.9999998
Waltonchain_WTC,WTC,Crypto,0.031102853,10.16396777,170.5660929,1.327214435,0.047985581,-0.163777813,-0.196937053,-0.276674441,-0.335224027,-0.221690177,-0.268239802,-0.337075329,-0.371028621,0.197976172,0.290860912,0.420338701,0.489973344,0.437608687,0.634202555,1.069986956,1.489869507,0.869162884,0.10451718
Waves_WAVES,WAVES,Crypto,0.010922049,0.573387178,40.73813634,1.363286366,0.038321806,-0.141043613,-0.180712407,-0.247212282,-0.308750468,-0.221468299,-0.283669622,-0.408183903,-0.540912085,0.140256096,0.210060213,0.300623776,0.342345845,0.255821321,0.335765131,0.465250399,0.609923868,0.838926569,0.138404396
WhiteCoin_XWC,XWC,Crypto,0.020000859,1.114856397,13.41344395,1.424000729,0.058994105,-0.193705492,-0.258580442,-0.346575428,-0.435614405,-0.298103065,-0.375245728,-0.483465748,-0.585256505,0.226192959,0.312251252,0.453705052,0.610798668,0.378335222,0.497088327,0.67989067,0.840130567,0.381440803,0.188108096
Wings_WINGS,WINGS,Crypto,0.013613706,-0.415741225,10.98970996,1.435566446,0.050785152,-0.16404335,-0.224796956,-0.339409196,-0.383823324,-0.276715312,-0.357778489,-0.485466339,-0.654453829,0.180303997,0.272410757,0.359980499,0.457306824,0.289131016,0.358690274,0.432531717,0.481957198,0.907032433,0.071050591
XRP_XRP,XRP,Crypto,0.00557708,1.853570519,19.57849001,1.172889833,0.0235246,-0.096812916,-0.136064027,-0.185611117,-0.207699621,-0.151476106,-0.189516712,-0.23421657,-0.281195676,0.111802109,0.169571561,0.260397435,0.373748195,0.210632272,0.286373151,0.395175802,0.503815465,0.666130562,0.271602026
YOYOW_YOYOW,YOYOW,Crypto,0.069759441,16.03215877,328.9011317,1.416326691,0.049874416,-0.176448006,-0.227410396,-0.322693308,-0.360731013,-0.277194145,-0.356320313,-0.500336679,-0.608826791,0.163037814,0.237338344,0.451734999,0.612598652,0.485627133,0.785197206,1.547848566,2.261520048,0,0.9999998
Zcash_ZEC,ZEC,Crypto,0.106247737,23.91709166,624.6796083,1.413191936,0.037825906,-0.133965839,-0.188640077,-0.237869577,-0.344442096,-0.228288972,-0.30158175,-0.440453736,-0.556999468,0.122527515,0.167476283,0.267413896,0.297502152,0.423434666,0.719017584,1.527147369,2.463687379,0.525107528,0.474892272
Zcoin_XZC,XZC,Crypto,0.036382855,-11.22705527,233.8601964,1.248842206,0.045273158,-0.158938449,-0.224605586,-0.38742701,-0.623459043,-0.385084122,-0.5850918,-0.991989296,-1.518432205,0.206183004,0.296780994,0.424710112,0.576730088,0.337149023,0.440694637,0.56290024,0.649224563,0.956034645,0.027687319
ZrCoin_ZRC,ZRC,Crypto,0.284517042,20.3229476,465.1809243,1.407776648,0.052747463,-0.166929263,-0.227232133,-0.485001099,-0.996650578,-0.400828228,-0.620265326,-1.020371887,-1.469761823,0.186440853,0.24648431,0.394032354,0.880304665,0.726825946,1.282070531,2.618965897,4.819919559,0.552797105,0.447202695
AUD_AUD,AUD,Exchange rate,3.48E-05,-0.108510251,3.960857329,1.873253669,0.003783782,-0.010232839,-0.01288158,-0.01541813,-0.017534286,-0.013537048,-0.015614344,-0.018103675,-0.02019949,0.009046865,0.011715623,0.014742507,0.018337922,0.012549866,0.014925205,0.017862686,0.019899508,0.961385955,0.03043641
CAD_CAD,CAD,Exchange rate,2.27E-05,-0.102036484,4.075671016,1.865666369,0.00312208,-0.007668249,-0.009688174,-0.012191663,-0.013359136,-0.010465912,-0.012402519,-0.014784039,-0.017084272,0.007650034,0.009625073,0.011908041,0.013183473,0.010362092,0.012096294,0.014164179,0.016315229,0.109321319,0.149885504
CHF_CHF,CHF,Exchange rate,5.06E-05,-13.74379064,376.3665151,1.735038657,0.002991896,-0.007958776,-0.010323287,-0.013815234,-0.015959255,-0.013793805,-0.01879867,-0.02888286,-0.045211472,0.008077682,0.010607796,0.013577618,0.014700597,0.011507623,0.013830611,0.016940288,0.020301924,0.831052551,0.007660158
CNY_CNY,CNY,Exchange rate,4.64E-06,0.508313815,11.68753964,1.31441274,0.000842503,-0.00308814,-0.00425555,-0.006124988,-0.007519688,-0.00501517,-0.006390722,-0.007983958,-0.00923978,0.003232896,0.004863297,0.006881425,0.007858575,0.005484722,0.007065258,0.009017529,0.011061069,0.554382427,0.203408926
DKK_DKK,DKK,Exchange rate,2.58E-05,-0.130324036,5.689950793,1.774644975,0.003086001,-0.008050107,-0.010401674,-0.013488431,-0.016035569,-0.01151501,-0.013925894,-0.017405602,-0.021075026,0.007901965,0.009879571,0.013740553,0.015546384,0.011278851,0.013929751,0.017019861,0.019785822,0.957238748,0.034882541
EUR_EUR,EUR,Exchange rate,2.60E-05,0.121869555,5.630373412,1.773367667,0.003096796,-0.007927736,-0.009981805,-0.014191597,-0.015929411,-0.011360157,-0.014018505,-0.017072522,-0.019770618,0.008203876,0.010526165,0.013208199,0.01582951,0.011522835,0.013963224,0.017479415,0.021102989,0.956759135,0.035423193
GBP_GBP,GBP,Exchange rate,3.31E-05,-2.020669028,34.57992536,1.78846427,0.003296047,-0.00875265,-0.010799477,-0.014104044,-0.016718313,-0.012871589,-0.01604078,-0.022177958,-0.030041713,0.008554602,0.010544046,0.01360943,0.01570449,0.011882309,0.014371849,0.017805586,0.021465243,0.88448433,0.11551547
HKD_HKD,HKD,Exchange rate,1.24E-07,-0.49197173,28.07891654,1.110606447,9.71E-05,-0.000424925,-0.000665256,-0.001055907,-0.001501101,-0.000852037,-0.001176239,-0.001679649,-0.002205337,0.000462977,0.000617028,0.000954603,0.001516061,0.000823809,0.001123477,0.00168654,0.002233028,0.481602833,0.111757166
INR_INR,INR,Exchange rate,1.10E-05,0.267790723,5.221344188,1.642743296,0.001887559,-0.005062616,-0.006554811,-0.008166195,-0.009933707,-0.007129932,-0.008509114,-0.010327984,-0.012260887,0.005805905,0.007444157,0.009858888,0.01072437,0.008089513,0.009719821,0.011591863,0.01291303,0.955978176,0.025710984
JPY_JPY,JPY,Exchange rate,2.90E-05,-0.474605053,7.996349636,1.68938699,0.0030306,-0.008516387,-0.011046639,-0.014937821,-0.016873246,-0.012821589,-0.015915838,-0.021035925,-0.027012052,0.007745423,0.011069584,0.014150552,0.017905349,0.011829604,0.014575138,0.018091224,0.020903758,0.936160807,0.056865675
NOK_NOK,NOK,Exchange rate,4.06E-05,0.176275339,4.079122565,1.829166981,0.004107642,-0.009770358,-0.012542844,-0.016262694,-0.017809086,-0.013310831,-0.015795015,-0.018135084,-0.019208288,0.010783484,0.014156517,0.017827395,0.019229615,0.015025155,0.017576342,0.020730781,0.023441782,0.660855835,0.15431233
NZD_NZD,NZD,Exchange rate,4.08E-05,-0.025718282,4.0816103,1.905721216,0.004185302,-0.010693607,-0.012899773,-0.017027365,-0.018690569,-0.014160998,-0.016587867,-0.019891224,-0.022199174,0.009862488,0.012710608,0.016666628,0.018914462,0.013696466,0.016319609,0.019686489,0.021646684,0.973048088,0.021728822
SEK_SEK,SEK,Exchange rate,3.43E-05,0.020062307,4.716883753,1.832813484,0.003762275,-0.009378341,-0.012169903,-0.015487319,-0.016621458,-0.012990633,-0.015237328,-0.017755912,-0.019807821,0.009686644,0.012333034,0.01536741,0.016424697,0.013091841,0.015422531,0.018252098,0.020776805,0.142499286,0.074651257
3MCompan_MMM,MMM,Stock,0.000141091,-1.578679603,19.16546124,1.573999174,0.005898522,-0.01819716,-0.024932676,-0.035388407,-0.044902252,-0.030069816,-0.038702923,-0.053700435,-0.067742669,0.017263053,0.021415063,0.029358563,0.035153322,0.024487042,0.02965515,0.037862602,0.044336833,0.981907453,0.016304365
A.O.SmithCor_AOS,AOS,Stock,0.002494833,-32.95332781,1189.266091,1.671881842,0.008186402,-0.023201859,-0.032670701,-0.042465401,-0.053683849,-0.060421907,-0.092656385,-0.180529554,-0.314578952,0.021891179,0.027993404,0.037104509,0.054383615,0.032400108,0.040254303,0.054699317,0.064224991,0.511840548,0.488159252
AbbottLaboratorie_ABT,ABT,Stock,0.000368911,-16.03929386,447.8332843,1.718132572,0.007306561,-0.020344688,-0.026060889,-0.039224199,-0.047438532,-0.03881108,-0.054194264,-0.089622173,-0.135566249,0.019616664,0.023029807,0.03057939,0.034119573,0.025980224,0.030812421,0.037099234,0.041821056,0,0.9999998
AbbVieInc_ABBV,ABBV,Stock,0.000430087,3.930599695,94.81676927,1.592842392,0.009066487,-0.027761757,-0.035947801,-0.047817793,-0.065387306,-0.043799525,-0.056006558,-0.078936146,-0.100747662,0.025644729,0.034571309,0.047624315,0.059127124,0.043753208,0.057820513,0.088083125,0.123147363,0.553017587,0.327991421
ABIOMEDIn_ABMD,ABMD,Stock,0.001004348,-4.643023989,87.28656422,1.63134482,0.012444544,-0.034656946,-0.045399182,-0.06994013,-0.107345447,-0.070077614,-0.099097395,-0.167731033,-0.24945223,0.036308777,0.045161013,0.072717237,0.093331981,0.060159652,0.079340219,0.121697414,0.160542079,0,0.9999998
Accenturepl_ACN,ACN,Stock,0.000145889,-0.462575318,8.056334125,1.655026462,0.006283954,-0.018581647,-0.026041899,-0.037798666,-0.048245218,-0.030252575,-0.038341015,-0.049999355,-0.057012773,0.017779381,0.023061875,0.030513345,0.039801028,0.026657827,0.033006128,0.044262878,0.052327579,0.718462253,0.140989223
ActivisionBlizzar_ATVI,ATVI,Stock,0.004440693,-32.53426732,1169.664526,1.680687085,0.010737563,-0.031468434,-0.040591783,-0.061557776,-0.073773434,-0.08179865,-0.126859988,-0.245706652,-0.425665279,0.028351425,0.037157024,0.050903688,0.070983439,0.045427724,0.058152789,0.082225698,0.106920757,0,0.9999998
AdobeSystemsIn_ADBE,ADBE,Stock,0.000294146,0.522058915,12.67512624,1.628109804,0.008554347,-0.025486184,-0.035313628,-0.047938,-0.059382751,-0.039945416,-0.049687055,-0.062767836,-0.072023776,0.023786931,0.030355819,0.043456731,0.069385028,0.039434958,0.051578403,0.07696015,0.097659046,0.719318322,0.180276592
AdvanceAutoPart_AAP,AAP,Stock,0.001011174,-18.98256279,568.2844433,1.624150978,0.009141861,-0.027938842,-0.036263769,-0.046607755,-0.055262245,-0.056144204,-0.080280932,-0.142775241,-0.23558525,0.024913215,0.030699935,0.050052779,0.07648422,0.042799918,0.05771457,0.088369408,0.111973268,0,0
AdvancedMicroDevicesIn_AMD,AMD,Stock,0.010328685,-29.92573901,1048.344539,1.541007468,0.018574204,-0.054761697,-0.07781862,-0.101398486,-0.135206022,-0.135204858,-0.205236233,-0.388724608,-0.661749258,0.059505426,0.081435021,0.109199119,0.135199469,0.094475423,0.118893759,0.155549151,0.191434939,0,0.9999998
AESCor_AES,AES,Stock,0.00500877,-34.93021476,1285.307009,1.79784142,0.00979749,-0.02570695,-0.033015683,-0.04307046,-0.050564177,-0.072836538,-0.115398312,-0.238704838,-0.430000271,0.024927942,0.030545348,0.03769832,0.04959651,0.034081202,0.040918835,0.0521008,0.060410045,0,0.9999998
AffiliatedManagersGroupIn_AMG,AMG,Stock,0.002887903,31.6930791,1130.248905,1.675804933,0.010068929,-0.029688403,-0.036826334,-0.048619707,-0.060590732,-0.042549648,-0.052309596,-0.070554396,-0.084009463,0.026610219,0.037433066,0.047398469,0.054338775,0.065106595,0.099026821,0.18880077,0.326811593,0,0.9999998
AFLACIn_AFL,AFL,Stock,0.000517237,26.67071522,900.570921,1.711414325,0.005656737,-0.015608709,-0.023014224,-0.033378858,-0.036978784,-0.025872793,-0.032726858,-0.042014261,-0.049173097,0.014874263,0.01870264,0.025659984,0.030549322,0.032014595,0.04686734,0.086927556,0.14522294,0.000552786,0.999447014
AgilentTechnologiesIn_A,A,Stock,0.000506753,-16.71272098,474.5584356,1.745094042,0.008619587,-0.024024144,-0.031336225,-0.042897459,-0.045731914,-0.044296212,-0.061112093,-0.100625991,-0.157536757,0.022421794,0.027156583,0.032800911,0.036861067,0.029669329,0.034913732,0.042200155,0.049993103,0,0.9999998
AirProducts&ChemicalsIn_APD,APD,Stock,0.00023969,9.69959777,232.7945836,1.680659695,0.00680007,-0.018968674,-0.02441107,-0.032881177,-0.037518131,-0.026989958,-0.032410067,-0.039225456,-0.043197977,0.018705674,0.023325154,0.035303373,0.044853359,0.033007928,0.044922563,0.07139562,0.102180352,0.073338752,0.926661048
AkamaiTechnologiesIn_AKAM,AKAM,Stock,0.002178599,-27.18275144,921.8258729,1.640585422,0.009462284,-0.028882083,-0.03808176,-0.050328574,-0.064027755,-0.069011382,-0.104469982,-0.200210565,-0.344488044,0.025127075,0.030260719,0.040335916,0.059941861,0.041993293,0.055910643,0.090344528,0.133302124,0,0.9999998
AlaskaAirGroupIn_ALK,ALK,Stock,0.000912474,-18.05252157,530.3329172,1.780370005,0.01146001,-0.030497105,-0.040001092,-0.052938144,-0.066774457,-0.056631221,-0.078258693,-0.130860344,-0.203350852,0.02902171,0.03518054,0.046462098,0.055035744,0.040045462,0.047592863,0.059141017,0.066280392,0,0
AlbemarleCor_ALB,ALB,Stock,0.000373044,-0.676243714,8.409953902,1.601825978,0.010184229,-0.033608591,-0.043496486,-0.055023338,-0.072638475,-0.049787694,-0.06058589,-0.078814623,-0.093696983,0.028105149,0.036183835,0.04609509,0.057509824,0.040627491,0.049542433,0.063793034,0.076141737,0.815499602,0.112504527
AlexandriaRealEstateEquitie_ARE,ARE,Stock,0.000129133,-0.621766847,5.110021842,1.764881901,0.006941466,-0.019339153,-0.025549769,-0.034173673,-0.039656913,-0.027936797,-0.033831384,-0.041770194,-0.047342333,0.017866282,0.02104339,0.026723613,0.029258227,0.022879439,0.02637742,0.030594646,0.032857828,0.845442944,0.089380755
AlexionPharmaceutical_ALXN,ALXN,Stock,0.000590241,0.045691441,8.875074652,1.785544329,0.0140007,-0.03534858,-0.046032051,-0.069212522,-0.092669499,-0.055769175,-0.071287403,-0.096743997,-0.112462609,0.035580094,0.050001165,0.061797109,0.071262708,0.054094235,0.067154924,0.086211009,0.104905487,0.921956031,0.039682969
AlignTechnolog_ALGN,ALGN,Stock,0.000797817,-7.131915246,133.949939,1.625444257,0.011037931,-0.031661301,-0.047599965,-0.070396367,-0.093904697,-0.066197896,-0.09406458,-0.151233203,-0.220440326,0.031290264,0.039503591,0.057452017,0.071470449,0.04935056,0.062899683,0.085173985,0.10510457,0.003898702,0.959786061
Allegio_ALLE,ALLE,Stock,0.001614767,-31.86752974,1137.109375,1.717130352,0.007761712,-0.021132958,-0.028467608,-0.039833282,-0.044654297,-0.051245833,-0.077640097,-0.146773778,-0.251634504,0.020598936,0.026747858,0.034788215,0.038850516,0.029033558,0.034510342,0.041270489,0.046186835,0,0.9999998
"Allergan,Pl_AGN",AGN,Stock,0.00058678,8.854861008,204.211681,1.693874323,0.010461149,-0.028810622,-0.03698257,-0.047103936,-0.054324421,-0.042362515,-0.05164945,-0.068945628,-0.086544546,0.028134413,0.038573944,0.049876118,0.059255272,0.051022266,0.069013291,0.109282037,0.163692513,0.615454764,0.384545036
AllianceDataSystem_ADS,ADS,Stock,0.00051971,6.330482395,166.484808,1.663141515,0.009678345,-0.0285837,-0.040207483,-0.052657663,-0.073566603,-0.04781245,-0.061491233,-0.089035502,-0.113129502,0.025677203,0.03189324,0.047160722,0.054631617,0.043115895,0.057525002,0.091549668,0.131816462,0.967260143,0.00206881
AlliantEnergyCor_LNT,LNT,Stock,0.001857463,-34.38418762,1258.315171,1.830600589,0.006683079,-0.017945412,-0.022161723,-0.029947837,-0.040927095,-0.047032921,-0.073839147,-0.150163906,-0.26607854,0.016610956,0.019473772,0.02348793,0.025499376,0.020869785,0.023704026,0.027986577,0.03133113,0,0.9999998
AllstateCor_ALL,ALL,Stock,0.000115636,-1.021980637,14.31945734,1.633241215,0.005380068,-0.015544269,-0.023096421,-0.030309874,-0.0390338,-0.026359604,-0.033564206,-0.046795363,-0.059175701,0.015388661,0.020847336,0.029324594,0.037294966,0.023784517,0.029622364,0.038709514,0.04410928,0.948717323,0.028244851
AlphabetIncClass_GOOG,GOOG,Stock,0.00013436,-0.702103149,3.199291436,1.942912453,0.007847909,-0.042224881,-0.046735347,-0.048948555,-0.049560666,-0.046996824,-0.04878619,-0.049862933,-0.050514269,-0.001947029,-0.001068341,-0.00020821,0.000461874,-0.000810781,-0.000127694,0.000733296,0.001355455,0.274248101,0.725751699
AlphabetIncClass_GOOGL,GOOGL,Stock,0.002332818,29.28115482,1015.23095,1.795828124,0.011531164,-0.010895212,-0.020334484,-0.03377058,-0.042052247,-0.023987229,-0.033101242,-0.044325969,-0.050114256,0.048085195,0.054739224,0.067967061,0.075665427,0.08410204,0.116261074,0.204359592,0.337459895,0,0.9999998
AltriaGroupIn_MO,MO,Stock,0.008476895,-36.70673061,1373.050226,1.661815942,0.006831678,-0.019403773,-0.029835845,-0.039230035,-0.049170247,-0.080331248,-0.135378394,-0.296118897,-0.548607387,0.018259557,0.022245082,0.028424153,0.031703905,0.024549879,0.028726522,0.034856257,0.038977512,0.229416509,0.770583291
Amazon.comInc_AMZN,AMZN,Stock,0.00377965,32.40802043,1163.234465,1.565484136,0.009240738,-0.029701254,-0.038830506,-0.058892156,-0.065503835,-0.045673751,-0.057366878,-0.07643196,-0.090777874,0.026642058,0.036056364,0.053515583,0.087188859,0.075190443,0.118561892,0.238083903,0.409713836,0,0.9999998
Amcorpl_AMCR,AMCR,Stock,0.019315361,-37.30603092,1403.171825,0.020593565,3.52E-40,-0.013572693,-0.026615609,-0.043758445,-0.058053399,-0.104668904,-0.186988728,-0.42793505,-0.807572123,0.014432655,0.023971396,0.040165152,0.057792493,0.030987808,0.043030682,0.065217261,0.083258602,0,0.9999998
AmerenCor_AEE,AEE,Stock,0.001276751,32.59521177,1172.855418,1.853833651,0.006842167,-0.01775556,-0.023043699,-0.029148224,-0.036290435,-0.025377778,-0.030492329,-0.038117374,-0.043528646,0.017058033,0.020421823,0.025611779,0.029152383,0.040226279,0.061176108,0.12191573,0.21657462,0,0.9999998
AmericanAirlinesGrou_AAL,AAL,Stock,0.001401004,-18.42235544,547.4231409,1.760370332,0.014160681,-0.039129528,-0.048294437,-0.063039374,-0.077487465,-0.069106634,-0.093686254,-0.154919357,-0.239739381,0.035988786,0.045712575,0.061345561,0.066041323,0.049934578,0.059684635,0.072570252,0.081458743,0.013531983,0.986467817
AmericanElectricPowe_AEP,AEP,Stock,0.000329604,20.54366811,639.1429133,1.827574032,0.006655856,-0.016620151,-0.022387568,-0.031805689,-0.036918038,-0.024872966,-0.030527306,-0.038207377,-0.042325232,0.017085775,0.020581765,0.024672968,0.026743018,0.028724958,0.038565951,0.065001678,0.104347376,0,0.9999998
AmericanExpressC_AXP,AXP,Stock,0.000165134,-0.767218905,14.2389064,1.614154936,0.006595348,-0.020727944,-0.027332693,-0.038336174,-0.046156377,-0.031929435,-0.039980459,-0.05337318,-0.065134994,0.01822343,0.023214534,0.029512852,0.037753263,0.027070291,0.033958237,0.046154854,0.058232,0.891956635,0.069720683
AmericanInternationalGrou_AIG,AIG,Stock,0.000699207,-24.54090883,800.5124919,1.663515513,0.007180412,-0.019998601,-0.027027301,-0.04087225,-0.049082507,-0.044165056,-0.064870893,-0.115025711,-0.184442211,0.019582135,0.025423653,0.032616799,0.043427093,0.028475324,0.034995216,0.045118011,0.053301429,0,0.9999998
AmericanTowerCorp_AMT,AMT,Stock,0.000257571,12.60753746,337.4259943,1.784536916,0.006855858,-0.017324554,-0.025004952,-0.033696105,-0.04017603,-0.027386358,-0.033730856,-0.042246168,-0.048454567,0.01857449,0.021824991,0.028027663,0.038274594,0.030480688,0.040612908,0.066018538,0.098662232,0.066113747,0.933886053
AmericanWaterWorksCompanyIn_AWK,AWK,Stock,0.002164767,-34.90639941,1283.928448,1.813590718,0.006394225,-0.016375885,-0.020973003,-0.030408805,-0.041036906,-0.048432937,-0.077743812,-0.160741086,-0.285963354,0.016494281,0.020350972,0.023886864,0.026674672,0.021709935,0.025088514,0.02965954,0.033759369,0,0.9999998
AmeripriseFinancia_AMP,AMP,Stock,0.000277435,-0.480334162,8.653134679,1.692515862,0.009359625,-0.029452748,-0.036472537,-0.047103139,-0.054399065,-0.041509346,-0.050367592,-0.065803123,-0.081592043,0.024720506,0.030076177,0.041173972,0.048388372,0.034791819,0.042055837,0.054562387,0.064755548,0.603818843,0.192490591
AmerisourceBergenCor_ABC,ABC,Stock,0.000511828,-14.16942694,380.0374604,1.573033315,0.007770047,-0.02537559,-0.037103248,-0.047810858,-0.056999813,-0.049029954,-0.067363247,-0.107342576,-0.163358746,0.021746168,0.028058629,0.041247883,0.051042627,0.033494403,0.042112403,0.058302083,0.070399132,0.137004187,0.862995613
AMETEKInc_AME,AME,Stock,0.000154317,-0.382876809,6.234981049,1.752614716,0.007470829,-0.020849169,-0.025383383,-0.034519122,-0.038711224,-0.029240901,-0.035237287,-0.044722806,-0.052819517,0.019208789,0.023996543,0.031373395,0.037143023,0.026756072,0.031850888,0.039224004,0.044481681,0.702474968,0.158500031
AmgenInc_AMGN,AMGN,Stock,0.000308866,4.996912492,103.1559283,1.654182439,0.008532886,-0.025115494,-0.032932953,-0.038566299,-0.047728221,-0.035078351,-0.041865913,-0.051893968,-0.062401767,0.024309898,0.031270417,0.046858989,0.053792263,0.039520827,0.051218671,0.07384638,0.09777265,0,0.71798363
AmphenolCor_APH,APH,Stock,0.001848152,-33.465748,1213.531607,1.656351581,0.006646304,-0.01878482,-0.025760982,-0.033783972,-0.049168899,-0.051124954,-0.079287999,-0.158347795,-0.27497925,0.019307288,0.023675574,0.02936181,0.033748222,0.025687581,0.030292684,0.036761862,0.041663414,0,0.9999998
"AnalogDevices,Inc_ADI",ADI,Stock,0.000495111,-12.05355156,314.4755746,1.627258784,0.008838141,-0.026077483,-0.033399834,-0.046474587,-0.057755289,-0.045436753,-0.061107126,-0.095038102,-0.139313542,0.023909381,0.031382277,0.047968672,0.057785861,0.037544853,0.048028753,0.061990244,0.072007766,0.797830206,0.15356673
ANSY_ANSS,ANSS,Stock,0.000189541,-0.286760029,7.502661149,1.673390962,0.007638363,-0.022772,-0.030254589,-0.040969299,-0.051836414,-0.033708121,-0.04159031,-0.053123313,-0.061525498,0.021037537,0.025137997,0.0327991,0.042953715,0.02958048,0.035875675,0.048485337,0.059250187,0.9,0.05
Anthe_ANTM,ANTM,Stock,0.000255343,-1.316989449,19.79270146,1.698903729,0.008832564,-0.023968032,-0.032041079,-0.039232157,-0.050124371,-0.036809642,-0.046292681,-0.063622556,-0.082533181,0.023925275,0.030335716,0.04021517,0.048669152,0.03451733,0.042017626,0.051679097,0.060816632,0.723689256,0.114278122
Aonpl_AON,AON,Stock,0.00105837,-31.44180117,1116.582322,1.660933358,0.006120402,-0.017367399,-0.024167815,-0.031748809,-0.039849691,-0.042636354,-0.064637243,-0.12293963,-0.210519011,0.016997261,0.021110987,0.026505242,0.032917954,0.023978141,0.028704567,0.036486424,0.043447656,5.30E-06,0.999994504
ApacheCorporatio_APA,APA,Stock,0.001058265,-11.31875429,288.4076417,1.734345107,0.014601565,-0.04049672,-0.049170571,-0.063730894,-0.076410016,-0.066038319,-0.087311794,-0.135536891,-0.201973384,0.03804489,0.052151878,0.066354493,0.072168044,0.055203426,0.065671586,0.076517806,0.084575449,0,0
ApartmentInvestment&Managemen_AIV,AIV,Stock,0.000158947,1.692138101,34.69224409,1.798227381,0.007295371,-0.01931362,-0.024175256,-0.032547474,-0.038621719,-0.027867144,-0.03374936,-0.042638509,-0.048719076,0.019049088,0.02327458,0.026974278,0.028585015,0.026367312,0.031632177,0.041581524,0.055245806,0.796971003,0.121180856
AppleInc_AAPL,AAPL,Stock,0.000375143,7.838569699,184.945445,1.608148587,0.008235518,-0.024835282,-0.031591735,-0.045163409,-0.056028116,-0.037069275,-0.046757886,-0.061483715,-0.073205203,0.023421693,0.033372297,0.042290469,0.056314273,0.041754495,0.05551409,0.084031328,0.11859706,0.78382881,0.150976818
AppliedMaterialsInc_AMAT,AMAT,Stock,0.004688931,-33.14313777,1198.567004,1.685356953,0.011312071,-0.031730793,-0.042707929,-0.054844971,-0.067080007,-0.080700267,-0.123999533,-0.241341981,-0.422385271,0.029298835,0.038212488,0.051137705,0.063348094,0.043605844,0.053022949,0.070033287,0.082879737,0,0.9999998
AptivPl_APTV,APTV,Stock,0.000314932,-0.336324971,7.266361078,1.632948197,0.009811299,-0.028151547,-0.04023976,-0.047557488,-0.056231268,-0.042786594,-0.051725445,-0.063681165,-0.076576825,0.027914235,0.03478906,0.045926901,0.05392507,0.039394572,0.047432258,0.05972755,0.069621246,0.901189981,0.064475574
Archer-Daniels-MidlandC_ADM,ADM,Stock,0.000500987,-18.10014904,530.1241698,1.640901902,0.007642099,-0.023380706,-0.029331234,-0.041915673,-0.057716951,-0.043903993,-0.061196439,-0.104710806,-0.15912241,0.020922114,0.026658485,0.034002014,0.03797188,0.029589904,0.035132492,0.042815352,0.049894724,0,0.9999998
ArconicInc_ARNC,ARNC,Stock,0.000729236,-4.421403474,75.22934409,1.626232499,0.011963649,-0.034400754,-0.050460145,-0.06277133,-0.094464338,-0.064333289,-0.086512905,-0.134399854,-0.190606324,0.033295601,0.048014695,0.061976778,0.08342503,0.053376412,0.066075612,0.085566644,0.101881772,0.858612206,0.051574169
AristaNetwork_ANET,ANET,Stock,0.001195785,7.807342838,176.2102343,1.550560823,0.013081457,-0.04278691,-0.05763608,-0.085854801,-0.101617948,-0.067314611,-0.083972546,-0.109913269,-0.125629264,0.038545466,0.052848653,0.075604788,0.105225662,0.073324854,0.102508526,0.168231828,0.235620405,0.980244069,0.002230959
