asset_unique,symb_assets,type_assets,Variance,Skewness,Kurtosis,Stable_alpha,Stable_gamma,Q_5,Q_2_5,Q_1,Q_0_5,CTE_5,CTE_2_5,CTE_1,CTE_0_5,Q_95,Q_97_5,Q_99,Q_99_5,CTE_95,CTE_97_5,CTE_99,CTE_99_5,GARCH_parameter,ARCH_parameter
EdwardsLifescience_EW,EW,Stock,0.00034292,0.002445901,18.55906855,1.617570455,0.008822354,-0.025595643,-0.034188927,-0.044226693,-0.056333355,-0.040358662,-0.051286895,-0.072651742,-0.093911994,0.026400153,0.034727122,0.056256871,0.085700064,0.044626472,0.058733328,0.087443027,0.10685627,0.011574163,0.405073213
ElectronicArt_EA,EA,Stock,0.000402204,0.942653559,16.25055378,1.707636814,0.010449979,-0.028093957,-0.037995652,-0.053740137,-0.057376797,-0.043052909,-0.053725856,-0.068115467,-0.080724749,0.028357723,0.036335041,0.047938106,0.072945055,0.047028877,0.061739162,0.093191855,0.128272006,0.371179005,0.214796961
EmersonElectricCompan_EMR,EMR,Stock,0.000179031,-0.139571962,4.461963532,1.713074135,0.007702652,-0.023010534,-0.031138191,-0.036478848,-0.03959317,-0.031743886,-0.037046698,-0.04232733,-0.046990384,0.021272255,0.026947808,0.034720798,0.039376299,0.029109159,0.034234104,0.041446379,0.046131166,0.887689256,0.066848007
EntergyCorp_ETR,ETR,Stock,0.000120281,-0.445444538,4.455297437,1.84620944,0.006872751,-0.017991257,-0.023397502,-0.033254944,-0.036591931,-0.026157214,-0.031547995,-0.038802133,-0.042707303,0.017080455,0.02143648,0.026587004,0.02913049,0.022458669,0.026133259,0.03021808,0.032393094,0.524531607,0.059664082
EquifaxInc_EFX,EFX,Stock,0.000209713,-2.659841035,32.84209422,1.62082137,0.006703925,-0.018983248,-0.027536156,-0.036627356,-0.047292054,-0.035065646,-0.046674523,-0.071436488,-0.103197538,0.020379765,0.025443015,0.03249671,0.040066317,0.029267006,0.035387974,0.045955989,0.056141094,0.363649172,0.311920754
Equini_EQIX,EQIX,Stock,0.000196044,-0.323810373,6.701955603,1.759174571,0.008055595,-0.021537508,-0.028846356,-0.038594109,-0.053679867,-0.032816227,-0.040902307,-0.05461304,-0.064906722,0.021856072,0.027391971,0.034984324,0.041919006,0.030732774,0.03712271,0.047141837,0.056361374,0.877659918,0.06637694
EquityResidentia_EQR,EQR,Stock,0.000123575,-0.822753968,6.67190061,1.7914658,0.006616084,-0.019057321,-0.025129972,-0.03138215,-0.035752094,-0.027617708,-0.033512548,-0.042655158,-0.051880141,0.016716995,0.021053849,0.02559758,0.027046532,0.021882143,0.025206258,0.028908735,0.031638745,0.960111338,0.03137703
"EssexPropertyTrust,Inc_ESS",ESS,Stock,0.000127462,-0.342183626,4.690948653,1.815876004,0.006922586,-0.019275002,-0.025181692,-0.03078623,-0.035855241,-0.026845632,-0.031755452,-0.037990067,-0.042227373,0.017776894,0.022222103,0.026277461,0.029440181,0.023584646,0.027330358,0.032704237,0.037971409,0.788368636,0.099668806
EsteeLauderCos_EL,EL,Stock,0.000192997,0.602977267,15.21578597,1.654889294,0.006854453,-0.01896186,-0.02707087,-0.038296097,-0.054463118,-0.031585551,-0.040786008,-0.055971536,-0.066229425,0.01893479,0.023653572,0.034890876,0.054393347,0.031932029,0.042612834,0.064708354,0.087674532,0.5581542,0.363932689
EverestReGroupLtd_RE,RE,Stock,0.000134445,0.015158334,8.834101935,1.7370137,0.006409416,-0.017270333,-0.023001169,-0.033180563,-0.0367385,-0.026379914,-0.032983415,-0.043852648,-0.052759952,0.016714351,0.02313569,0.029833404,0.0442801,0.02658514,0.033993627,0.046976951,0.057607903,0.418271106,0.275119894
Everg_EVRG,EVRG,Stock,0.000108246,-0.720810644,10.56702213,1.753714496,0.005799043,-0.015697375,-0.019777152,-0.029098176,-0.039992981,-0.025100976,-0.032349095,-0.044558802,-0.05427795,0.015741896,0.018743438,0.024401492,0.030788608,0.021736448,0.026401878,0.03455922,0.041559004,0.9,0.05
EversourceEnerg_ES,ES,Stock,0.000108064,-0.57350193,5.344720379,1.823556923,0.006346954,-0.016863136,-0.024025847,-0.029849215,-0.037888546,-0.025490275,-0.031102921,-0.039447183,-0.044833237,0.015587612,0.019249564,0.023792277,0.026350379,0.020803574,0.024268258,0.028773155,0.03215327,0.945140369,0.038112948
ExelonCorp_EXC,EXC,Stock,0.000154607,-0.509163174,5.455445225,1.836254479,0.007688641,-0.020502659,-0.02559078,-0.032391757,-0.044325519,-0.028927809,-0.03549617,-0.04662972,-0.055503716,0.019928122,0.024524646,0.02947457,0.03397982,0.026003656,0.02973105,0.034926447,0.038574079,0.950848529,0.038576973
ExpediaGrou_EXPE,EXPE,Stock,0.000365105,-0.335707365,18.41319952,1.711307466,0.009827611,-0.026670059,-0.034232469,-0.045832702,-0.053791898,-0.041628649,-0.052753796,-0.076095924,-0.103133103,0.026213558,0.035215922,0.049698017,0.077170888,0.043662028,0.056902286,0.083243552,0.104286692,0.574297012,0.14646096
Expeditor_EXPD,EXPD,Stock,0.00016373,-0.177384283,7.64497432,1.652095649,0.006797702,-0.020699962,-0.027543663,-0.034871037,-0.044217826,-0.030655359,-0.037553646,-0.048107465,-0.057703536,0.018655195,0.025753393,0.031807186,0.038822442,0.028216955,0.034985993,0.045870686,0.055610505,0.603318921,0.053228947
ExtraSpaceStorag_EXR,EXR,Stock,0.000157508,-0.535722921,5.132735048,1.846286915,0.007832826,-0.019902157,-0.026063561,-0.035744743,-0.043513509,-0.029410639,-0.035908166,-0.046078722,-0.052633042,0.020394,0.023973613,0.029301078,0.032321596,0.025858534,0.029193097,0.033759366,0.036709451,0.351684582,0.123449288
ExxonMobilCorp_XOM,XOM,Stock,0.000139809,-0.14782888,5.563708876,1.713818374,0.006670361,-0.019989463,-0.025838872,-0.033758706,-0.042612635,-0.028364336,-0.034322462,-0.042944065,-0.047828119,0.017526404,0.023229126,0.03233792,0.039010879,0.026143084,0.031892832,0.040697151,0.04609295,0.808663035,0.140076679
F5Network_FFIV,FFIV,Stock,0.000275858,-0.529571437,9.542679022,1.672079603,0.008718794,-0.026850171,-0.035273752,-0.049061942,-0.07047475,-0.042082429,-0.053143352,-0.070842699,-0.084925392,0.023219274,0.029044223,0.039143665,0.046427247,0.034246045,0.042655906,0.056527904,0.070689757,0,0.081012008
FLIRSystem_FLIR,FLIR,Stock,0.000229688,0.207799802,14.62436066,1.73031961,0.008081649,-0.021158111,-0.029139813,-0.037538026,-0.048111331,-0.0331845,-0.041591167,-0.056348907,-0.071181721,0.021723577,0.028206766,0.037965531,0.05952791,0.035155345,0.045430904,0.067223426,0.086388326,0.043165587,0.287993235
FMCCorporatio_FMC,FMC,Stock,0.000296232,0.371700116,7.644039581,1.676140655,0.009298313,-0.027491823,-0.034366359,-0.045205935,-0.053592482,-0.038466158,-0.045921902,-0.057359685,-0.064912894,0.027264708,0.035673016,0.046840647,0.058337567,0.041036459,0.051195651,0.06719179,0.083128222,0.811081715,0.05979562
"Facebook,Inc_FB",FB,Stock,0.000359169,-0.546078722,19.14052401,1.656260875,0.009545793,-0.027564657,-0.039039674,-0.051559627,-0.060931792,-0.043991638,-0.055985351,-0.073266352,-0.090525531,0.027794276,0.035120341,0.044756773,0.061602005,0.042342126,0.053040715,0.073126329,0.097660996,0.9,0.05
FastenalC_FAST,FAST,Stock,0.000230465,-0.137090809,7.754289851,1.707307729,0.008353512,-0.024109493,-0.034620795,-0.041960342,-0.052743951,-0.03667588,-0.045100318,-0.056938751,-0.067816414,0.022753505,0.028992407,0.037440577,0.046201655,0.033094611,0.040675458,0.054962535,0.067730746,0.745297199,0.038967504
FedExCorporatio_FDX,FDX,Stock,0.000211475,-0.49819043,11.19941395,1.697470474,0.007887522,-0.023683709,-0.031334924,-0.04162632,-0.047840667,-0.035937156,-0.043571937,-0.055946423,-0.066974268,0.022019136,0.026792959,0.032728082,0.043119803,0.030374023,0.036588609,0.048163965,0.060227121,0.911304048,0.056802979
FederalRealtyInvestmentTrus_FRT,FRT,Stock,0.000119803,-0.296259499,4.278382464,1.846025027,0.006890216,-0.019281512,-0.023289091,-0.03092348,-0.035379088,-0.025704557,-0.029997638,-0.036407995,-0.039285062,0.017103213,0.020829755,0.025984437,0.027751787,0.022377147,0.025877422,0.031373731,0.035982449,0.9,0.05
FidelityNationalInformationSe_FIS,FIS,Stock,0.00015129,-0.65012063,15.36378008,1.633993537,0.006237212,-0.018304187,-0.024425086,-0.033192815,-0.040097282,-0.028411403,-0.035638182,-0.046859021,-0.057890727,0.017903675,0.024638883,0.035242165,0.039460917,0.028316518,0.03559658,0.04592272,0.054034011,0.962543358,0.032224202
FifthThirdBancor_FITB,FITB,Stock,0.000246538,-0.552065365,5.99691784,1.728475808,0.008894391,-0.026313438,-0.035395227,-0.04651548,-0.058916985,-0.039334192,-0.048325056,-0.061199876,-0.071089895,0.024080141,0.029316912,0.038761012,0.046923559,0.03275484,0.038908275,0.048865512,0.054291428,0.597312112,0.199946174
FirstRepublicBan_FRC,FRC,Stock,0.000218221,-0.761812572,17.06683663,1.755270594,0.008184062,-0.022145102,-0.027872588,-0.038225686,-0.047917904,-0.033585259,-0.042163134,-0.058321521,-0.072720015,0.021578866,0.027827512,0.038481152,0.048797951,0.032357957,0.039837966,0.05283504,0.061869759,0.346955731,0.24375343
FirstEnergyCor_FE,FE,Stock,0.000168049,-0.195247165,8.906093764,1.81949899,0.007793166,-0.020879676,-0.026637657,-0.035590255,-0.038222528,-0.029525322,-0.035599874,-0.044859268,-0.052979849,0.01946642,0.025087629,0.029603865,0.037364581,0.027890873,0.033256732,0.042177587,0.052241116,0.100737788,0.153321345
FiservIn_FISV,FISV,Stock,0.000132777,-0.160340814,6.083072841,1.723876151,0.006513654,-0.017603781,-0.022678154,-0.032762632,-0.038993445,-0.026579173,-0.032998644,-0.041633715,-0.04728029,0.018047037,0.02312293,0.029078106,0.03930769,0.026222,0.03182248,0.040346605,0.048603087,0.765571357,0.152005002
FleetCorTechnologiesIn_FLT,FLT,Stock,0.000285735,0.223907967,9.587958233,1.625029384,0.008594051,-0.027107653,-0.033795382,-0.044715713,-0.05118078,-0.03809574,-0.045796351,-0.058461892,-0.068095326,0.024930213,0.033268771,0.05339783,0.06654185,0.040899289,0.053350555,0.072896549,0.085166424,0.661509409,0.122017632
FlowserveCorporatio_FLS,FLS,Stock,0.000348328,-0.588459262,7.470669909,1.798019524,0.011037645,-0.030138325,-0.037034091,-0.048847807,-0.056611027,-0.044061694,-0.054959811,-0.075278462,-0.097596469,0.027358158,0.035091559,0.047872722,0.054512798,0.038414003,0.046376526,0.058371316,0.065923748,0,0.130758969
FordMoto_F,F,Stock,0.000231489,-0.339641611,8.195050128,1.689479783,0.008228815,-0.025489278,-0.032006126,-0.047669978,-0.056647936,-0.03834139,-0.048120579,-0.061381905,-0.072431539,0.023112325,0.028421944,0.035344018,0.039760126,0.031982935,0.038152663,0.049107857,0.060350934,0.268591754,0.20605606
Fortine_FTNT,FTNT,Stock,0.00043754,-0.893196368,15.85833239,1.660257704,0.010626034,-0.03146944,-0.042346644,-0.060093215,-0.070139508,-0.050954742,-0.064573034,-0.086555692,-0.108624177,0.029944725,0.036831254,0.046512746,0.068846949,0.04430957,0.055549587,0.078573455,0.099190308,0.265332169,0.304271524
FortuneBrandsHome&Securit_FBHS,FBHS,Stock,0.000240681,-0.570018107,7.1796099,1.806427133,0.009240725,-0.024479202,-0.031827362,-0.044172704,-0.055355762,-0.037132645,-0.046009077,-0.061291389,-0.071033973,0.022317284,0.026908333,0.039093623,0.044158773,0.031533821,0.038944122,0.04954428,0.05792074,0.88831248,0.0819795
FranklinResource_BEN,BEN,Stock,0.000231959,-0.257472325,7.827288076,1.768646601,0.008830125,-0.025853714,-0.034231685,-0.04399783,-0.050723248,-0.03747626,-0.044927844,-0.056582802,-0.067325656,0.02177341,0.026157857,0.039174948,0.042285782,0.031006571,0.037566919,0.048972931,0.057030179,0.629175282,0.206941285
Freeport-McMoRanInc_FCX,FCX,Stock,0.001177299,0.090512615,8.92306328,1.568100394,0.016774683,-0.054271199,-0.079012626,-0.099262793,-0.117247653,-0.083645823,-0.103654904,-0.126740124,-0.146484016,0.048535667,0.068317245,0.100726906,0.127961198,0.079709913,0.101284604,0.135380096,0.160833112,0.941601202,0.05760682
GapInc_GPS,GPS,Stock,0.000496479,-1.038765397,14.89668915,1.635681531,0.010939041,-0.032107605,-0.044156924,-0.064988557,-0.092895413,-0.056523474,-0.074048841,-0.108942632,-0.14228434,0.032085079,0.040026021,0.051918505,0.064664875,0.046131559,0.057075694,0.07509664,0.092149524,0.129703669,0.163912947
GarminLtd_GRMN,GRMN,Stock,0.000257079,0.735119645,23.20700232,1.6828389,0.007869692,-0.021670195,-0.029076666,-0.040410959,-0.057258686,-0.035442011,-0.045494828,-0.064599925,-0.081207505,0.021599779,0.027347694,0.04020904,0.051058391,0.036154693,0.047966552,0.072583953,0.098859988,0,0.177572087
GartnerIn_IT,IT,Stock,0.000210526,-2.559268149,40.13065829,1.744679197,0.007439634,-0.019807343,-0.027348569,-0.039301979,-0.047959468,-0.034276571,-0.045713264,-0.066970649,-0.091698094,0.019677087,0.02398158,0.030147461,0.043095774,0.028469007,0.03532477,0.049506195,0.062479085,0.491472547,0.165674962
GeneralDynamic_GD,GD,Stock,0.000143109,-0.248226737,5.940646454,1.743980796,0.006923701,-0.019501673,-0.024935626,-0.031766239,-0.036810065,-0.027528294,-0.032912296,-0.041391887,-0.048821814,0.018900157,0.024665136,0.032299904,0.036949679,0.026936347,0.032288958,0.039214548,0.044358025,0.84246612,0.068746758
GeneralElectri_GE,GE,Stock,0.000298384,0.00556124,10.09766025,1.481986011,0.007708848,-0.028197983,-0.038380439,-0.049498263,-0.067266644,-0.043112493,-0.053829836,-0.07052471,-0.083607668,0.024130917,0.033345639,0.048739913,0.066742946,0.040292804,0.052202799,0.071173463,0.08488031,0.842832386,0.157167414
GeneralMill_GIS,GIS,Stock,0.000144505,-0.932684458,8.552763246,1.676720823,0.006458301,-0.01967457,-0.026971595,-0.03651033,-0.044430291,-0.031162722,-0.0385204,-0.049896337,-0.061328835,0.01765909,0.022346025,0.029681087,0.031944759,0.024359398,0.028686788,0.034911826,0.038904888,0.455139393,0.173732114
GeneralMotor_GM,GM,Stock,0.000257014,0.249986914,7.104146425,1.688550918,0.008817373,-0.028121967,-0.034989537,-0.043446824,-0.048739899,-0.037574117,-0.04343363,-0.050368889,-0.054294625,0.023981988,0.031815545,0.04368605,0.05442523,0.036496804,0.045398734,0.060813772,0.071962126,0.626006923,0.093004831
GenuinePart_GPC,GPC,Stock,0.000141214,-0.674401196,7.58511669,1.7610996,0.006863993,-0.02041494,-0.026303449,-0.030396353,-0.043004282,-0.029235424,-0.03553195,-0.047260666,-0.057691198,0.01687956,0.020780253,0.02639301,0.033140603,0.023554796,0.028449382,0.036960598,0.043172195,0,0.196946396
GileadScience_GILD,GILD,Stock,0.000294269,-1.006448508,10.42863081,1.75109838,0.009649356,-0.025773956,-0.034635548,-0.048158525,-0.069045413,-0.04198387,-0.053933736,-0.07543376,-0.095859292,0.027067347,0.032731844,0.043034642,0.047320113,0.035723345,0.041567811,0.04943805,0.054560636,0.452104053,0.223481285
GlobalPaymentsInc_GPN,GPN,Stock,0.000241723,0.188762025,7.974322612,1.641544319,0.008067083,-0.023755266,-0.031488939,-0.04322513,-0.051174489,-0.035373498,-0.043456973,-0.054923845,-0.062393753,0.023176111,0.032658397,0.047027829,0.062200637,0.037605089,0.048352732,0.064938826,0.07551705,0.735194106,0.144162767
GlobeLifeInc_GL,GL,Stock,0.000114177,-0.539995987,5.939742514,1.690251487,0.005875129,-0.017569997,-0.023137532,-0.033110356,-0.041304789,-0.026758562,-0.033242828,-0.042330043,-0.048006281,0.016207023,0.020817341,0.027156204,0.033787829,0.023198812,0.02789524,0.033361104,0.035892201,0.69873505,0.203978477
GoldmanSachsGrou_GS,GS,Stock,0.000211129,-0.283102784,5.781076775,1.74621054,0.008436004,-0.024050614,-0.033327829,-0.042731829,-0.047012977,-0.03532036,-0.042707602,-0.051094448,-0.057499089,0.022961991,0.028832209,0.033856006,0.037835767,0.03066617,0.035544501,0.043007436,0.050372607,0.769759625,0.107410582
Grainger(W.W.)Inc_GWW,GWW,Stock,0.000268205,0.443353478,19.56887522,1.692555148,0.008366762,-0.024010366,-0.030816073,-0.04532819,-0.055767143,-0.037243963,-0.047817278,-0.065552282,-0.08015391,0.022084844,0.0287506,0.038368643,0.047467107,0.035520231,0.046068798,0.066538928,0.091267107,0.779064587,0.087815296
HCAHealthcar_HCA,HCA,Stock,0.000275897,-0.289305013,9.328502167,1.724422616,0.009102891,-0.025422348,-0.030868665,-0.039112061,-0.058632728,-0.037701892,-0.047084322,-0.06636231,-0.086379896,0.023517095,0.031556785,0.046791721,0.055613907,0.038081321,0.048561238,0.061549327,0.072216892,0.77236166,0.086157128
HCPInc_HCP,HCP,Stock,0.000200884,-1.879772065,22.67166969,1.688538927,0.007591007,-0.023743428,-0.031385801,-0.041037627,-0.045954814,-0.035527635,-0.043288898,-0.05584058,-0.068475986,0.020179404,0.024822143,0.030939756,0.038686208,0.026921783,0.03157531,0.038727755,0.041227919,0.856463459,0.087844301
HPInc_HPQ,HPQ,Stock,0.000330747,-1.19481761,17.10793218,1.505221505,0.00834868,-0.029572859,-0.037997247,-0.050200483,-0.060155778,-0.045198348,-0.056673383,-0.077380951,-0.099846229,0.027708657,0.034265232,0.042979063,0.05262892,0.038783405,0.04713039,0.060231475,0.072087398,0,0.201084258
HalliburtonCo_HAL,HAL,Stock,0.000397841,-0.217321184,5.910274742,1.795860552,0.011957681,-0.033891456,-0.043437808,-0.05246883,-0.0610441,-0.04722337,-0.056284798,-0.069121412,-0.082056263,0.029936426,0.037301265,0.046795673,0.051321971,0.04176145,0.050142069,0.061195872,0.074173177,0.93863551,0.042282732
HanesbrandsIn_HBI,HBI,Stock,0.000444432,-1.046665921,23.05839125,1.659312044,0.010223589,-0.030230845,-0.041573116,-0.053270892,-0.069386976,-0.051075983,-0.066549797,-0.097497202,-0.132949227,0.027532278,0.032914482,0.051409676,0.061840547,0.042362077,0.054180806,0.07963963,0.103480491,0.527563532,0.074918211
Harley-Davidso_HOG,HOG,Stock,0.000328624,-0.087210886,15.92503561,1.697673082,0.009548487,-0.028369741,-0.036875894,-0.050520783,-0.060867299,-0.043403509,-0.054425692,-0.075454013,-0.094171167,0.025245777,0.032985253,0.041313804,0.051998596,0.038333484,0.047618659,0.065421421,0.084782054,0.70777786,0.072324207
HartfordFinancialSvc.Gp_HIG,HIG,Stock,0.000149686,-0.659872804,8.498042725,1.752355844,0.006949883,-0.018496793,-0.027155582,-0.033621892,-0.042636351,-0.029673251,-0.037083445,-0.048261627,-0.058904181,0.017832564,0.023640332,0.029681028,0.034038913,0.026121857,0.03127524,0.038625124,0.045822477,0.604072392,0.197815001
HasbroInc_HAS,HAS,Stock,0.000266775,1.009637024,17.5959876,1.599254357,0.007446554,-0.021406363,-0.029261783,-0.044582418,-0.062347407,-0.035902955,-0.046963853,-0.066008932,-0.079232853,0.020925926,0.030689068,0.050228436,0.069359304,0.040132808,0.054618829,0.0840605,0.107989713,0.029514992,0.07508907
Helmerich&Payn_HP,HP,Stock,0.000542382,0.018722706,4.580664236,1.817641491,0.014306146,-0.038644805,-0.049734694,-0.062666677,-0.068918559,-0.052758507,-0.062119291,-0.072741224,-0.079091842,0.036245965,0.050036931,0.058204486,0.071710394,0.052171725,0.062237098,0.075989133,0.085670455,0.929993671,0.045139448
HenrySchei_HSIC,HSIC,Stock,0.000181617,-0.882783111,10.2338374,1.730827193,0.007334854,-0.02014037,-0.028224219,-0.041799323,-0.054790771,-0.033841805,-0.044262438,-0.060508388,-0.072688401,0.01838333,0.023393602,0.031695097,0.040002974,0.027611043,0.034176116,0.045572044,0.055445048,0.9,0.05
HessCorporatio_HES,HES,Stock,0.000537096,-0.163943616,6.437978464,1.772949654,0.013563777,-0.036301351,-0.046631175,-0.059550493,-0.076208924,-0.053368674,-0.065145884,-0.084932826,-0.102358601,0.03657021,0.04659358,0.057370262,0.067594054,0.051523518,0.061142221,0.076546855,0.092139719,0.892237205,0.107762595
HiltonWorldwideHoldingsIn_HLT,HLT,Stock,0.000212877,-0.074106388,5.43231391,1.779770104,0.008625329,-0.023314686,-0.029744233,-0.036862982,-0.046953417,-0.033177307,-0.039467547,-0.049997889,-0.058933342,0.023100914,0.031640966,0.038023911,0.045539589,0.033682915,0.0404803,0.04947255,0.057324297,0.904242141,0.061709027
HollyFrontierCor_HFC,HFC,Stock,0.00052143,-0.03206695,5.33570073,1.815182269,0.013948547,-0.039203263,-0.048321239,-0.061634333,-0.069068775,-0.052340798,-0.061902944,-0.073968843,-0.081645172,0.034105545,0.042981588,0.05687093,0.064878637,0.048610854,0.058921965,0.075837216,0.090155658,0.953922295,0.033831271
Hologi_HOLX,HOLX,Stock,0.000218922,-0.660332294,8.818586974,1.695643302,0.008008504,-0.022554267,-0.030280373,-0.042503797,-0.054324809,-0.036151819,-0.045941168,-0.060958117,-0.075814929,0.022379746,0.028322017,0.037129554,0.043577007,0.031650812,0.038036165,0.049609708,0.059639089,0.74453492,0.067269764
HomeDepo_HD,HD,Stock,0.000137323,-0.146474855,5.739585676,1.704207036,0.006568888,-0.018666724,-0.02460912,-0.03196676,-0.039119662,-0.02737066,-0.032895026,-0.041223846,-0.046622793,0.018720985,0.024491423,0.029341062,0.040374302,0.026950238,0.032142883,0.04054828,0.047777158,0.852631607,0.101026624
HoneywellInt'lInc_HON,HON,Stock,0.0001164,-0.254537502,7.195227495,1.684627347,0.005899863,-0.016835327,-0.021506621,-0.031011886,-0.036636046,-0.024945086,-0.030991869,-0.040266289,-0.045093564,0.01716397,0.021133499,0.030156959,0.037218179,0.024418269,0.029677045,0.038817994,0.044064389,0.831552141,0.101551682
HormelFoodsCorp_HRL,HRL,Stock,0.000161338,-0.521743508,7.181676592,1.780787222,0.007404028,-0.019258396,-0.026521011,-0.035439453,-0.042213726,-0.030361713,-0.038102476,-0.049091933,-0.060437775,0.019470829,0.024434534,0.031687956,0.038617625,0.027251024,0.032700466,0.040737968,0.046945486,0.117425802,0.148799776
HostHotels&Resort_HST,HST,Stock,0.00021639,-0.357220616,5.400256027,1.804920189,0.008868761,-0.024061648,-0.031967296,-0.039913644,-0.048438465,-0.035179602,-0.042870681,-0.053857795,-0.064969888,0.022478705,0.027343343,0.035720607,0.040497179,0.030707678,0.036562303,0.045728784,0.052457684,0.827224191,0.091061567
HumanaInc_HUM,HUM,Stock,0.000277037,0.776859802,17.39983125,1.569144329,0.007922376,-0.025772631,-0.033221456,-0.04477755,-0.058599039,-0.038278122,-0.047550601,-0.062090634,-0.073534346,0.024113373,0.032515174,0.043072826,0.056781424,0.039269476,0.049876674,0.06916611,0.09141636,0.515349261,0.078951996
HuntingtonBancshare_HBAN,HBAN,Stock,0.000233723,-0.42834481,6.096717395,1.776807529,0.008953128,-0.024660854,-0.032108867,-0.044093634,-0.050630415,-0.036769212,-0.045400051,-0.057091387,-0.067604988,0.022542636,0.028616469,0.04064807,0.048297306,0.03297255,0.040159547,0.049381252,0.054641826,0.690126866,0.147716762
HuntingtonIngallsIndustrie_HII,HII,Stock,0.000248763,-0.40142932,9.099413516,1.708597529,0.008524859,-0.022845206,-0.033135951,-0.048813745,-0.061713546,-0.038696626,-0.049875257,-0.065100928,-0.075360454,0.022987651,0.030619681,0.039710518,0.04752605,0.034385618,0.042463394,0.055542337,0.068565042,0.692222245,0.129456271
IDEXCorporatio_IEX,IEX,Stock,0.000139509,0.106205305,6.131895248,1.795014866,0.007020062,-0.018437185,-0.023963429,-0.030188911,-0.037120679,-0.026203745,-0.031607799,-0.039690245,-0.045940389,0.018750036,0.022857057,0.031475803,0.040402471,0.026952722,0.033182001,0.044226496,0.052377939,0.74421295,0.13486921
IDEXXLaboratorie_IDXX,IDXX,Stock,0.000286815,-0.57532388,20.17818856,1.660922648,0.008485519,-0.025248813,-0.034607913,-0.044008706,-0.048313409,-0.038987619,-0.048403404,-0.064011641,-0.081265863,0.023289161,0.030062236,0.039200392,0.061983015,0.037339665,0.047682279,0.070235191,0.091978018,0.563261584,0.153885394
IPGPhotonicsCorp_IPGP,IPGP,Stock,0.000536416,-2.111238883,31.2354706,1.620981262,0.011089666,-0.036453388,-0.045970057,-0.059945745,-0.071908428,-0.056302816,-0.070947195,-0.101316802,-0.139339938,0.029959048,0.039944207,0.055519011,0.077221076,0.047605187,0.059652908,0.081912715,0.097258296,0.017213158,0.419376973
IQVIAHoldingsInc_IQV,IQV,Stock,0.000203791,-0.076935718,5.210532229,1.722116019,0.00813752,-0.023708165,-0.032037957,-0.036944425,-0.038672316,-0.033020163,-0.038685726,-0.046373685,-0.054517114,0.022612839,0.030028209,0.038743059,0.045245305,0.033055488,0.039994754,0.04878917,0.056176422,0.641656153,0.144287177
IllinoisToolWork_ITW,ITW,Stock,0.000143578,-0.692944472,6.659525565,1.661910644,0.006461052,-0.019517911,-0.027125784,-0.036243176,-0.045483114,-0.030069913,-0.037295056,-0.04798861,-0.057005265,0.018534739,0.023625608,0.029720119,0.034860525,0.025419442,0.029987338,0.035603177,0.039104902,0.898322408,0.075797561
IlluminaIn_ILMN,ILMN,Stock,0.000611224,-1.980659254,28.45894211,1.656274879,0.012026087,-0.033761227,-0.045450697,-0.059379319,-0.081201851,-0.057901233,-0.076497905,-0.114641483,-0.15986415,0.034773828,0.043768015,0.062645973,0.070124972,0.051415561,0.063819464,0.084716677,0.104381671,0.663488408,0.031161786
Incyt_INCY,INCY,Stock,0.000766739,-0.647400884,10.38074225,1.787544771,0.016100082,-0.040134244,-0.05113139,-0.069459426,-0.098613719,-0.062750613,-0.079205432,-0.109627683,-0.13621771,0.043954975,0.056153887,0.070128523,0.078809686,0.061577748,0.073005926,0.087670009,0.101301602,0.910889255,0.045666793
Ingersoll-RandPL_IR,IR,Stock,0.0001812,-0.236816573,5.379337345,1.777970449,0.007969429,-0.021197775,-0.030198753,-0.037056943,-0.043967529,-0.031375102,-0.038476207,-0.047857585,-0.055713168,0.021819601,0.027252937,0.034480379,0.038538378,0.029828761,0.034920393,0.042743583,0.049127327,0.655233249,0.157853998
IntelCorp_INTC,INTC,Stock,0.000252574,-0.154136021,8.476097289,1.721197903,0.008725237,-0.024056492,-0.031651019,-0.046350559,-0.055909852,-0.037045356,-0.046731656,-0.062152399,-0.073716626,0.023803036,0.030607289,0.041993542,0.058542106,0.035931748,0.044559546,0.060873272,0.072706797,0.920516116,0.045011122
IntercontinentalExchang_ICE,ICE,Stock,0.000158423,-0.072420082,5.751451162,1.732414322,0.007196304,-0.020148318,-0.025958079,-0.034145418,-0.041133669,-0.028843634,-0.034558095,-0.043476338,-0.050393801,0.019518072,0.025093953,0.035800407,0.037338452,0.028925254,0.035234284,0.043201255,0.04995119,0.617626698,0.174976492
InternationalBusinessMachine_IBM,IBM,Stock,0.000163918,-0.522414766,9.930024598,1.648293198,0.006538688,-0.019581354,-0.02969392,-0.041587897,-0.053087742,-0.03303036,-0.042698053,-0.055812422,-0.066662687,0.017973517,0.022685347,0.03225795,0.037186224,0.026880731,0.033574175,0.044110154,0.05366007,0.601096678,0.149322836
InternationalPape_IP,IP,Stock,0.000226872,-0.343213464,7.426661109,1.775662409,0.008770705,-0.024542575,-0.031966201,-0.045020303,-0.049716992,-0.036402459,-0.044853463,-0.055392627,-0.062951296,0.021001785,0.029280472,0.03846181,0.045356741,0.032011574,0.03905584,0.048967434,0.056629259,0.781399378,0.131022216
