Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
AUMA,AR Capital Acquisition Corp.,9.73,291900000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/auma
TBK,"Triumph Bancorp, Inc.",15.99,288460751.3,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk
SFE,"Safeguard Scientifics, Inc.",13.79,284758963.1,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
AHH,"Armada Hoffler Properties, Inc.",10.64,282176109,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
EVRI,Everi Holdings Inc.,4.23,278997272.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri
QCRH,"QCR Holdings, Inc.",23.46,275444540.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
UCFC,United Community Financial Corp.,5.72,272411036,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ucfc
PFIS,Peoples Financial Services Corp. ,36.3,269574036.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfis
HEOP,Heritage Oaks Bancorp,7.84,269352443.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/heop
TBNK,Territorial Bancorp Inc.,27.82,269306558,n/a,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk
FBNK,"First Connecticut Bancorp, Inc.",16.96,269295340.5,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
CCBG,Capital City Bank Group,15.46,265052485.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccbg
WINS,Wins Finance Holdings Inc.,12.2,262626313.4,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/wins
TRTL,Terrapin 3 Acquisition Corporation,9.84,261682500,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtl
BFIN,BankFinancial Corporation,12.72,260785007.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
NCOM,National Commerce Corporation,23.96,258232973.2,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/ncom
CCNE,CNB Financial Corporation,17.9,257887949.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
TIPT,Tiptree Financial Inc.,5.92,254720769.4,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/tipt
CLACU,Capitol Acquisition Corp. III,10,250000000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/clacu
CZNC,Citizens & Northern Corp,20.45,249063269.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
ELECU,Electrum Special Acquisition Corporation,9.96,249000000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
BBX,BBX Capital Corporation,15.12,247880152.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bbx
IHC,Independence Holding Company,14.07,242894040.1,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ihc
CNBKA,"Century Bancorp, Inc.",43.47,242037004.2,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka
WFBI,WashingtonFirst Bankshares Inc,22.97,241612265,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfbi
HCAC,Hennessy Capital Acquisition Corp. II,9.64,240516891.4,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hcac
NKSH,"National Bankshares, Inc.",34.48,239841983.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
ELEC,Electrum Special Acquisition Corporation,9.59,239750000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
BSRR,Sierra Bancorp,17.85,236477656.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
BPOPN,"Popular, Inc.",19.68,236160000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
EACQ,Easterly Acquisition Corp.,9.39,234750000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacq
FMNB,Farmers National Banc Corp.,8.66,233569587.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
EBTC,Enterprise Bancorp Inc,22.45,232601666.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
FXCB,"Fox Chase Bancorp, Inc.",20.03,232175762,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/fxcb
TBBK,"The Bancorp, Inc.",6.12,231080410.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk
AFH,"Atlas Financial Holdings, Inc.",19.09,228864149.4,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
MNRK,"Monarch Financial Holdings, Inc.",17.54,228787059.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
PICO,PICO Holdings Inc.,9.85,226717853.9,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/pico
AMNB,"American National Bankshares, Inc.",25.55,220671313.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
HALL,"Hallmark Financial Services, Inc.",11.52,220542266.9,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hall
ATLO,Ames National Corporation,23.61,219830655.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
FNLC,"First Bancorp, Inc (ME)",20.37,218998583,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FMBH,"First Mid-Illinois Bancshares, Inc.",25.9,218237958.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
OSBC,"Old Second Bancorp, Inc.",7.38,217587706,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
PNX,"Phoenix Companies, Inc. (The)",36.9,214020000,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pnx
FBIZ,"First Business Financial Services, Inc.",24.58,213774447.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
OPY,"Oppenheimer Holdings, Inc.",15.89,213451132.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy
CHFN,Charter Financial Corp.,13.31,211759637.7,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chfn
ANCX,Access National Corporation,20.05,211409726.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
ENVA,"Enova International, Inc.",6.36,209880000,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/enva
BLMT,"BSB Bancorp, Inc.",23.03,209296363.6,n/a,2011,Finance,Major Banks,http://www.nasdaq.com/symbol/blmt
GPIA,GP Investments Acquisition Corp.,9.61,207215625,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpia
MCBC,Macatawa Bank Corporation,6.07,205571409.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
FFKT,Farmers Capital Bank Corporation,26.6,199436559,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
CLMS,"Calamos Asset Management, Inc.",9.58,196695851.1,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/clms
BHB,"Bar Harbor Bankshares, Inc.",32.79,196649204.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bhb
EQBK,"Equity Bancshares, Inc.",23.93,196506627.1,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
PWOD,"Penns Woods Bancorp, Inc.",41.32,196134801,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pwod
MRLN,Marlin Business Services Corp.,15.74,195822882.5,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
HBCP,"Home Bancorp, Inc.",26.825,194046524.1,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
FFNW,"First Financial Northwest, Inc.",13.69,193136712.9,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ffnw
MBVT,"Merchants Bancshares, Inc.",30.41,192798913.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
CBNJ,"Cape Bancorp, Inc.",14.06,190590990.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbnj
OLBK,"Old Line Bancshares, Inc.",18.01,189724904.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
RM,Regional Management Corp.,14.59,188413567.6,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm
PULB,Pulaski Financial Corp.,15.78,188107020.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pulb
GPAC,Global Partner Acquisition Corp.,9.66,187464375,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/gpac
TRTLU,Terrapin 3 Acquisition Corporation,10.05,185925000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtlu
YCB,"Your Community Bankshares, Inc.",33.85,183017945.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ycb
NRIM,Northrim BanCorp Inc,26.59,182484936.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
EHTH,"eHealth, Inc.",10.04,181899338.6,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
FNWB,First Northwest Bancorp,13.79,180653964.4,n/a,2015,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
TAXI,Medallion Financial Corp.,7.4,180165528.2,n/a,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
ITIC,Investors Title Company,92,179695964,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
VBTX,"Veritex Holdings, Inc.",16.75,179433906,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/vbtx
MFSF,MutualFirst Financial Inc.,23.97,177259612.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
CARO,Carolina Financial Corporation,18.03,175947251.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caro
SMBC,"Southern Missouri Bancorp, Inc.",23.66,175667597.6,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
SIFI,"SI Financial Group, Inc.",14.14,172765602.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
FSAM,Fifth Street Asset Management Inc.,3.46,168291791.2,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/fsam
FGBI,"First Guaranty Bancshares, Inc.",19.7199,164434603.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
FRBK,"Republic First Bancorp, Inc.",4.3334,163871867.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
PMBC,Pacific Mercantile Bancorp,7.14,162857766.5,n/a,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
MBTF,M B T Financial Corp,7.15,162769220.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
LCNB,LCNB Corporation,16.38,162223195.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
PN,"Patriot National, Inc.",5.98,161763150.1,n/a,2015,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/pn
SONA,"Southern National Bancorp of Virginia, Inc.",13.22,161313652.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SLMBP,SLM Corporation,40.14,160560000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
MDLY,Medley Management Inc.,5.45,159920183.9,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
PROV,"Provident Financial Holdings, Inc.",18.61,156932137.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
WFD,"Westfield Financial, Inc.",8.5,155972781.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wfd
ESSA,"ESSA Bancorp, Inc.",13.55,153545131.2,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
TCBIP,"Texas Capital Bancshares, Inc.",25.26,151560000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip
HNNA,"Hennessy Advisors, Inc.",29.439,149114511.1,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/hnna
HRMN,Harmony Merger Corp.,9.82,148132245,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hrmn
SAMG,Silvercrest Asset Management Group Inc.,11.66,147904336.6,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SLMAP,SLM Corporation,44.66,147378000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
CIFC,CIFC LLC,5.78,146372563.9,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cifc
BWFG,"Bankwell Financial Group, Inc.",19.76,144283271.6,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
SFST,"Southern First Bancshares, Inc.",23,143592036,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SHBI,Shore Bancshares Inc,11.23,141847926.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
AVNU,"Avenue Financial Holdings, Inc.",13.76,141755643.8,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/avnu
ORRF,Orrstown Financial Services Inc,17.05,141123480.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
CFNB,California First National Bancorp,13.2199,138279149.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnb
REXI,"Resource America, Inc.",6.42,135905365.2,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/rexi
FBRC,FBR & Co,19.27,135893678,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
BYLK,Baylake Corp,14.57,135796115.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bylk
GCBC,"Greene County Bancorp, Inc.",31.9,134808028.3,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/gcbc
GRIF,"Griffin Industrial Realty, Inc.",26.02,134073462.2,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/grif
PFBI,"Premier Financial Bancorp, Inc.",16.25,132844091.3,n/a,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
CVCY,Central Valley Community Bancorp,11.97,131591752.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
CFFI,C&F Financial Corporation,38.59,130876750.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cffi
FNTC,FinTech Acquisition Corp.,9.51,130603996.8,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/fntc
MBRG,Middleburg Financial Corporation,18.19,130289804,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
CPSS,"Consumer Portfolio Services, Inc.",4.99,129414133,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CHMG,Chemung Financial Corp,27.6,128649837.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chmg
ACNB,ACNB Corporation,21.3001,128538329,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
VALU,"Value Line, Inc.",13.12,128210752.3,n/a,1983,Finance,Investment Managers,http://www.nasdaq.com/symbol/valu
HFFC,HF Financial Corp.,18.15,128038285.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hffc
MN,"Manning & Napier, Inc.",8.64,127665763.2,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
SMMF,"Summit Financial Group, Inc.",11.75,127462966,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf
PBIP,"Prudential Bancorp, Inc.",14.99,125880398.8,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
ISTR,Investar Holding Corporation,17.25,125308502.3,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
PVBC,"Provident Bancorp, Inc.",13.074,124186291.4,n/a,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
SGM,Stonegate Mortgage Corporation,4.8,123765388.8,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sgm
INBK,First Internet Bancorp,27.61,123729990.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
CVLY,"Codorus Valley Bancorp, Inc",20.89,123124323,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
ENFC,Entegra Financial Corp.,18.75,122744531.3,n/a,2014,Finance,Banks,http://www.nasdaq.com/symbol/enfc
FCFP,"First Community Financial Partners, Inc.",7.15,121721178.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcfp
UNB,"Union Bankshares, Inc.",27.19,121192002.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unb
ESXB,Community Bankers Trust Corporation.,5.43,118637295.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb
CIZN,Citizens Holding Company,23.99,116892954.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn
LSBG,Lake Sunapee Bank Group,13.9155,116335249.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg
ZAIS,"ZAIS Group Holdings, Inc.",8.24,115944356.1,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/zais
BCBP,"BCB Bancorp, Inc. (NJ)",10.568,114574314.1,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
MLVF,"Malvern Bancorp, Inc.",17.3999,114116774.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
EMG,"Emergent Capital, Inc.",4.03,113365947.2,n/a,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/emg
ASBB,"ASB Bancorp, Inc.",25.68,113127230.9,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
EVBN,"Evans Bancorp, Inc.",25.9,110212295.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbn
OSHC,Ocean Shore Holding Co.,17.21,110202359.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oshc
UNTY,"Unity Bancorp, Inc.",13.05,109996688.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unty
OFED,Oconee Federal Financial Corp.,18.65,109701911,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed
JMP,JMP Group LLC,5.14,109177814.8,n/a,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
MBFIP,MB Financial Inc.,26.72,106880000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip
RVSB,Riverview Bancorp Inc,4.71,106012161.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
NWFL,Norwood Financial Corp.,28.75,105935671.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl
AUBN,"Auburn National Bancorporation, Inc.",29,105660862,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
AAPC,Atlantic Alliance Partnership Corp.,10.1405,105337617.7,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/aapc
CFCB,Centrue Financial Corporation,16.164,105287349.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfcb
JAXB,"Jacksonville Bancorp, Inc.",18,104338692,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb
SOCB,Southcoast Financial Corporation,14.68,104283064.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb
PEBK,"Peoples Bancorp of North Carolina, Inc.",18.7,103144300.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebk
MLP,"Maui Land & Pineapple Company, Inc.",5.4246,102549356.1,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
ABIL,Ability Inc.,9.7,102185862.5,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abil
MSL,MidSouth Bancorp,8.95,101691233.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
CHEV,Cheviot Financial Corp,14.88,101227955.5,n/a,2004,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chev
AMIC,American Independence Corp.,12.45,100696907.3,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/amic
OVBC,Ohio Valley Banc Corp.,24.3891,100426387.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
FCCY,1st Constitution Bancorp (NJ),13.26,100074068.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy
NBN,Northeast Bancorp,10.32,98886539.28,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
TCFC,The Community Financial Corporation,20.88,98353444.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc
FBMS,"The First Bancshares, Inc.",18.05,97527019.95,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms
MMAC,"MMA Capital Management, LLC",14.84,97234336.36,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mmac
HDRA,Hydra Industries Acquisition Corp.,9.72,97200000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdra
AAME,Atlantic American Corporation,4.7,96572921,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
FCCO,First Community Corporation,14.41,96324552.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
OPOF,Old Point Financial Corporation,18.92,93824450.28,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
HIIQ,"Health Insurance Innovations, Inc.",6.4,93453120,n/a,2013,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/hiiq
ASFI,"Asta Funding, Inc.",7.73,93303983.29,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
CIVB,"Civista Bancshares, Inc. ",11.89,93260142.42,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civb
FAC,First Acceptance Corporation,2.27,93162552.44,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac
CBFV,"CB Financial Services, Inc.",22.85,93032906.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbfv
HBMD,"Howard Bancorp, Inc.",13.31,92572341.07,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
CBNK,"Chicopee Bancorp, Inc.",17.7,92230080.3,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cbnk
XBKS,"Xenith Bankshares, Inc.",7.1,92219216.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/xbks
SNFCA,Security National Financial Corporation,6.59,92184241.36,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
ACFC,Atlantic Coast Financial Corporation,5.93,91968731.73,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
SLCT,"Select Bancorp, Inc.",7.85,90880321.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
CLBH,Carolina Bank Holdings Inc.,18.077,90586197.01,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/clbh
SMBK,"SmartFinancial, Inc.",15.75,90332439.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smbk
SAL,"Salisbury Bancorp, Inc.",32.92,89989321.92,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
BOCH,Bank of Commerce Holdings (CA),6.72,89872540.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
NICK,"Nicholas Financial, Inc.",11.57,89285470.17,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick
EVBS,"Eastern Virginia Bankshares, Inc.",6.81,88731235.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
TSBK,"Timberland Bancorp, Inc.",12.67,88615855.16,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk
RIVR,River Valley Bancorp.,34.5,86722512,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rivr
LARK,Landmark Bancorp Inc.,24.6954,86637464.18,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
FXCM,FXCM Inc.,15.92,85533272.56,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fxcm
FSBW,"FS Bancorp, Inc.",26.36,85435923.2,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
HWBK,"Hawthorn Bancshares, Inc.",15.68,85351633.92,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hwbk
UBFO,United Security Bancshares,5.25,85112611.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubfo
LPSB,"LaPorte Bancorp, Inc.",15.19,84600355.63,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/lpsb
ARL,"American Realty Investors, Inc.",5.4,83777544,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
HFBC,"HopFed Bancorp, Inc.",11.9758,82788861.09,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
DNBF,DNB Financial Corp,29.25,82190072.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
CBAN,"Colony Bankcorp, Inc.",9.685,81734213.73,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban
FSBK,First South Bancorp Inc,8.56,81227740.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
LSBK,"Lake Shore Bancorp, Inc.",13.545,80982222.93,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
OVLY,Oak Valley Bancorp (CA),10,80781550,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly
BKSC,Bank of South Carolina Corp.,16.2,79648920,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
KFFB,Kentucky First Federal Bancorp,9.4,79331441,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
FCTY,"1st Century Bancshares, Inc",7.6,78444935.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcty
TRCB,Two River Bancorp,9.83,77880888.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trcb
AMRB,American River Bankshares,10.53,77328623.97,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
FSFG,"First Savings Financial Group, Inc.",35.1,77087322,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
NVSL,Naugatuck Valley Financial Corporation,10.99,76954265.92,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nvsl
WBB,"Westbury Bancorp, Inc.",17.7,76613157.9,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/wbb
PAAC,Pacific Special Acquisition Corp.,9.9,76421812.5,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/paac
