,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO
BSTY,5,CCCAGG,BSTY,USD,1,0.0034096392,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0032159097,0.0038358441,0.0032159097,0.0031384179,0.0038358441,0.0031384179,Cryptopia,0.0,0.0,0.0038358441,0.0038358441,0.0033708933,0.0002712213,8.641975308641975,0.00019372949999999986,6.024096385542164,15882635.6968386,54154.05727126021,299107.9045414206,1019.8500363542856
CRM,5,CCCAGG,CRM,USD,2,0.0011236021,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0012785817,0.0012785817,0.0011236021,0.0012398368,0.0012398368,0.0011236021,Cryptopia,0.0,0.0,0.0011236021,0.0011236021,0.0011236021,-0.00011623470000000002,-9.375000000000002,-0.00015497959999999996,-12.121212121212118,45108749.0,50684.285104772905,11817.990000000005,13.278718381779006
DFS,5,CCCAGG,DFS,USD,2,0.0006396428,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0038811514,0.0038811514,0.0006396428,0.0006396428,0.0006396428,0.0006396428,IDEX,0.0,0.0,0.0006396428,0.0006396428,0.0006396428,0.0,0.0,-0.0032415086,-83.5192515293271,77333333.0,49465.7096534524,28084.698689956327,17.964175307199998
RAIN,5,CCCAGG,RAIN,USD,2,0.00038745,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000426195,0.0004649399999999999,0.00038745,0.00038745,0.0004649399999999999,0.00038745,Cryptopia,0.0,0.0,0.000426195,0.000426195,0.00038745,0.0,0.0,-3.874499999999997e-05,-9.090909090909085,121665451.643876,47139.27923941976,372420.1750804899,144.2941968349358
EXN,5,CCCAGG,EXN,USD,4,0.00387449,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00387449,0.00387449,0.00387449,0.00387449,0.00387449,0.00387449,HitBTC,0.0,0.0,0.00387449,0.00387449,0.00387449,0.0,0.0,0.0,0.0,10000000.0,38744.9,10.0,0.0387449
SMC,5,CCCAGG,SMC,USD,2,0.00147231,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00185976,0.00185976,0.00147231,0.00185976,0.00185976,0.00147231,Cryptopia,0.0,0.0,0.00147231,0.00147231,0.00147231,-0.0003874500000000001,-20.83333333333334,-0.0003874500000000001,-20.83333333333334,25220495.7435316,37132.38808815901,43614.50311976999,64.21406908826854
MNE,5,CCCAGG,MNE,USD,1,0.00774906,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0071291352,0.00774906,0.007090389900000001,0.00774906,0.00774906,0.00774906,Cryptopia,0.0,0.0,0.00774906,0.00774906,0.0075165882,0.0,0.0,0.0006199248000000003,8.695652173913047,4731936.38016,36668.05892604265,600.0000000001585,4.649436000001228
ELLI,5,CCCAGG,ELLI,USD,1,0.0020147348,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0019759899,0.0020147348,0.001937245,0.0019759899,0.0020147348,0.001937245,Graviex,0.0,0.0,0.0020147348,0.0020147348,0.0020147348,3.874490000000015e-05,1.9607843137254979,3.874490000000015e-05,1.9607843137254979,17928481.0274572,36121.134637157775,242786.08640000003,489.1495772258868
XLC,5,CCCAGG,XLC,USD,1,0.002518425,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002440935,0.002518425,0.002440935,0.002518425,0.002518425,0.002518425,Cryptopia,0.0,0.0,0.002518425,0.002518425,0.002518425,0.0,0.0,7.748999999999994e-05,3.174603174603172,14125865.0,35574.931562624995,870.61262091,2.1925725898152666
XRE,5,CCCAGG,XRE,USD,4,0.001511055,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001278585,0.001511055,0.001278585,0.00123984,0.001511055,0.00123984,Cryptopia,0.0,0.0,0.001511055,0.001511055,0.001511055,0.000271215,21.874999999999996,0.00023247000000000003,18.181818181818183,23433642.02766,35409.52195410578,84906.70197051005,128.2986965460491
CFC,5,CCCAGG,CFC,USD,4,0.0002324694,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002712143,0.0002712143,0.0002324694,0.0002324694,0.0002324694,0.0002324694,Cryptopia,0.0,0.0,0.0002324694,0.0002324694,0.0002324694,0.0,0.0,-3.874489999999999e-05,-14.285714285714283,148716816.0,34572.1089854304,16666.666666670004,3.8744900000007756
IRL,5,CCCAGG,IRL,USD,4,0.0008136428999999999,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0008136428999999999,0.0008136428999999999,0.0008136428999999999,0.0008136428999999999,0.0008136428999999999,0.0008136428999999999,Cryptopia,0.0,0.0,0.0008136428999999999,0.0008136428999999999,0.0008136428999999999,0.0,0.0,0.0,0.0,41267649.3398182,33577.129885032766,16698.22054433998,13.586388588536359
GRMD,5,CCCAGG,GRMD,USD,4,0.00193725,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00193725,0.00193725,0.00193725,0.0023247,0.0023247,0.00193725,HitBTC,0.0,0.0,0.00193725,0.00193725,0.00193725,-0.0003874499999999999,-16.666666666666664,0.0,0.0,14899993.0,28865.01143925,180110.0,348.9180975
TER,5,CCCAGG,TER,USD,1,0.0249132279,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0253781715,0.0262693134,0.0240995766,0.026734257,0.0274704177,0.0242933031,Cryptopia,0.0,0.0,0.0248744826,0.0249132279,0.0248744826,-0.0018210290999999997,-6.811594202898549,-0.0004649436,-1.8320610687022898,1140734.91680375,28419.388955819362,10515.90853444999,261.98522589430763
SDRN,5,CCCAGG,SDRN,USD,4,0.00054243,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00054243,0.00054243,0.00054243,0.000503685,0.00054243,0.000503685,Cryptopia,0.0,0.0,0.00054243,0.00054243,0.00054243,3.874499999999997e-05,7.692307692307685,0.0,0.0,50000000.0,27121.5,15384.615384620072,8.345076923079466
AZART,5,CCCAGG,AZART,USD,4,0.0077104341,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0084078603,0.008911557,0.0077104341,0.0087565734,0.008911557,0.0077104341,StocksExchange,0.0,0.0,0.0077104341,0.0077104341,0.0077104341,-0.0010461393000000003,-11.94690265486726,-0.0006974262000000002,-8.29493087557604,3319950.39100399,25598.258705105498,339339.263184822,2616.4530263291263
GRX,5,CCCAGG,GRX,USD,4,0.001242974,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0012555434,0.0012555434,0.0012415774,0.0012555434,0.0012555434,0.0012415774,LiveCoin,0.0,0.0,0.001242974,0.001242974,0.001242974,-1.2569399999999955e-05,-1.0011123470522767,-1.2569399999999955e-05,-1.0011123470522767,20000000.0,24859.48,8123.509661119998,10.097311297520967
8BIT,5,CCCAGG,8BIT,USD,4,0.016273278,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.016273278,0.016273278,0.016273278,0.0132123519,0.016273278,0.0132123519,Cryptopia,0.0,0.0,0.016273278,0.016273278,0.016273278,0.003060926099999998,23.167155425219928,0.0,0.0,1467841.0,23886.584652798,199.99999999999974,3.2546555999999955
KEC,5,CCCAGG,KEC,USD,1,0.0292527015,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0230921988,0.0327397785,0.0156143559,0.0230921988,0.0327397785,0.0156143559,Graviex,0.0,0.0,0.0238671048,0.0292527015,0.0238671048,0.006160502699999997,26.677852348993277,0.006160502699999997,26.677852348993277,795447.0,23268.9736500705,127756.65450000003,3737.2272787271327
DOR,5,CCCAGG,DOR,USD,4,0.00027,1546187027,9720.0,2.6244,426399139,23860.0,6.0682,25670.0,6.5207,0.00025,0.00027,0.00023,0.00025,0.00027,0.00023,HitBTC,0.0,0.0,0.00027,0.00027,0.00027,1.9999999999999998e-05,7.999999999999999,1.9999999999999998e-05,7.999999999999999,83720601.0,22604.56227,712530.0,191.9729
RST,5,CCCAGG,RST,USD,4,0.15,1546181345,14.832974,2.2249461,20041015,100.63074320000001,15.094612529288256,100.63074320000001,15.094612529288261,0.1501,0.1501,0.15,0.1501,0.1501,0.15,BTCAlpha,0.0,0.0,0.15,0.15,0.15,-0.00010000000000001674,-0.06662225183212307,-0.00010000000000001674,-0.06662225183212307,150000.0,22500.0,108.20535311000002,16.230804015788262
DKD,5,CCCAGG,DKD,USD,4,0.0006974262,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0007361721,0.0007361721,0.0006974262,0.0007361721,0.0007361721,0.0006974262,TradeSatoshi,0.0,0.0,0.0006974262,0.0006974262,0.0006974262,-3.874590000000006e-05,-5.2631578947368505,-3.874590000000006e-05,-5.2631578947368505,30284196.369129,21120.991993775435,12942.70187541,9.02657938670007
ENT,5,CCCAGG,ENT,USD,4,0.0040295112,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0041457471,0.0041457471,0.0040295112,0.0041457471,0.0041457471,0.0040295112,LiveCoin,0.0,0.0,0.0040295112,0.0040295112,0.0040295112,-0.0001162359,-2.8037383177570097,-0.0001162359,-2.8037383177570097,4934427.7013744,19883.3316882784,711.8255965799999,2.868309213865791
CON,5,CCCAGG,CON,USD,4,0.0008524098000000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0008911557,0.0008911557,0.0008524098000000001,0.0008911557,0.0008911557,0.0008524098000000001,Cryptopia,0.0,0.0,0.0008524098000000001,0.0008524098000000001,0.0008524098000000001,-3.874589999999995e-05,-4.347826086956516,-3.874589999999995e-05,-4.347826086956516,23042604.0,19641.741467119202,2399.999999999989,2.0457835199999908
CBS,5,CCCAGG,CBS,USD,4,0.0049,1546139913,12.5,0.06125,20010406,12.5,0.06125,12.5,0.06125,0.0045,0.0049,0.0045,0.0045,0.0049,0.0045,BTCAlpha,0.0,0.0,0.0049,0.0049,0.0049,0.0004000000000000002,8.888888888888893,0.0004000000000000002,8.888888888888893,3449543.9973758,16902.765587141417,12.5,0.06125
WHL,5,CCCAGG,WHL,USD,4,0.006199199999999999,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00658665,0.00658665,0.006199199999999999,0.00658665,0.00658665,0.006199199999999999,Cryptopia,0.0,0.0,0.006199199999999999,0.006199199999999999,0.006199199999999999,-0.000387450000000001,-5.882352941176485,-0.000387450000000001,-5.882352941176485,2300492.0,14261.210006399999,3991.3180401400014,24.742978794435892
PCOIN,5,CCCAGG,PCOIN,USD,4,0.001937265,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0020535009,0.0020535009,0.001937265,0.0023634633,0.0023634633,0.001937265,Cryptopia,0.0,0.0,0.001937265,0.001937265,0.001937265,-0.00042619830000000013,-18.032786885245905,-0.0001162359,-5.660377358490566,6887799.59409914,13343.49308066247,21038.22680696,40.75662045518536
POSQ,5,CCCAGG,POSQ,USD,4,0.000116235,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000116235,0.000116235,7.749e-05,0.000116235,0.000116235,7.749e-05,Graviex,0.0,0.0,0.000116235,0.000116235,0.000116235,0.0,0.0,0.0,0.0,112977706.725253,13131.963741209782,3570269.6240000003,414.99028974564004
TAJ,5,CCCAGG,TAJ,USD,4,0.00116235,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00116235,0.00116235,0.00116235,0.001123605,0.00116235,0.001123605,Cryptopia,0.0,0.0,0.00116235,0.00116235,0.00116235,3.874499999999997e-05,3.4482758620689626,0.0,0.0,11038071.8508016,12830.102815779239,10123.240770950008,11.76674891011374
HYP,5,CCCAGG,HYP,USD,4,0.000271215,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00030996,0.00030996,0.000271215,0.00030996,0.00030996,0.000271215,Cryptopia,0.0,0.0,0.000271215,0.000271215,0.000271215,-3.874500000000002e-05,-12.500000000000005,-3.874500000000002e-05,-12.500000000000005,47162259.761419,12791.112281193253,2751738.8140873485,746.3128424627002
NMS,5,CCCAGG,NMS,USD,4,0.0149169405,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0168929508,0.0168929508,0.0149169405,0.0168929508,0.0168929508,0.0149169405,Cryptopia,0.0,0.0,0.0149169405,0.0149169405,0.0149169405,-0.001976010300000001,-11.697247706422024,-0.001976010300000001,-11.697247706422024,753732.78604283,11243.387122300124,4640.682246369976,69.22478094850727
SOIL,5,CCCAGG,SOIL,USD,2,0.00185976,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00193725,0.00193725,0.00185976,0.00185976,0.00185976,0.00185976,Cryptopia,0.0,0.0,0.00185976,0.00185976,0.00185976,0.0,0.0,-7.748999999999994e-05,-3.9999999999999964,5702048.0,10604.44078848,3825.2844461799996,7.114111001627716
SPD*,5,CCCAGG,SPD*,USD,2,0.001858675,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001858675,0.0019565,0.001774825,0.0019565,0.0019565,0.001774825,HitBTC,0.0,0.0,0.001858675,0.001858675,0.001858675,-9.782499999999995e-05,-4.999999999999997,0.0,0.0,5485869.0,10196.447563575,9766600.0,18152.935255
ZND,5,CCCAGG,ZND,USD,4,0.00038745,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00038745,0.00038745,0.000193725,0.000193725,0.00038745,0.000193725,Graviex,0.0,0.0,0.00038745,0.00038745,0.00038745,0.000193725,100.0,0.0,0.0,23203352.5150562,8990.138931958525,21315.491599999972,8.25868722041999
PNX,5,CCCAGG,PNX,USD,4,0.00023247,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00023247,0.00023247,0.00023247,0.00023247,0.00023247,0.00023247,Graviex,0.0,0.0,0.00023247,0.00023247,0.00023247,0.0,0.0,0.0,0.0,35317024.8701748,8210.148771569537,93.67450000000099,0.02177651101500023
YOC,5,CCCAGG,YOC,USD,4,0.0081296048,1546196664,0.0,0.0,0,0.0,0.0,24406.031252989997,200.19185884772415,0.0080597148,0.0083322858,0.0079996094,0.008554536,0.008902588199999999,0.0079968138,LiveCoin,0.0,0.0,0.0081296048,0.0081296048,0.0081296048,-0.0004249311999999991,-4.967320261437899,6.989000000000127e-05,0.8671522719389683,636462.55983338,5174.189081441734,1459583.0447872616,11867.613796925605
CWV,5,CCCAGG,CWV,USD,4,0.004688253900000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004843237500000001,0.0049207293,0.0045720162,0.0048819834,0.0049207293,0.0045720162,Bibox,0.0,0.0,0.004688253900000001,0.004688253900000001,0.004688253900000001,-0.000193729499999999,-3.968253968253948,-0.00015498360000000024,-3.200000000000004,1000000.0,4688.253900000001,39032989.232399404,182996.56399745453
GRLC,5,CCCAGG,GRLC,USD,4,0.00410697,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006392925000000001,0.007749,0.004068225,0.00968625,0.00968625,0.004068225,CoinFalcon,0.0,0.0,0.00410697,0.00410697,0.00410697,-0.005579280000000001,-57.60000000000001,-0.002285955000000001,-35.75757575757577,903845.8111754,3712.0676311230322,105820.75325533995,434.6026589970835
NKC,5,CCCAGG,NKC,USD,1,0.0077016225,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0084311175,0.009305952499999999,0.007266999999999999,0.008689655000000001,0.009305952499999999,0.007266999999999999,BitZ,0.0,0.0,0.007677865,0.007703020000000001,0.00765271,-0.0009880325000000013,-11.370215503377306,-0.0007294950000000001,-8.652411735454999,415767.71577447,3202.085994582263,24740504.755599912,190542.0280870853
SNC,5,CCCAGG,SNC,USD,4,0.016854075,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.017551485,0.018946305,0.016311645,0.017706465,0.01960497,0.01635039,HuobiPro,0.0,0.0,0.01689282,0.016931565,0.01681533,-0.0008523900000000015,-4.814004376367623,-0.000697409999999999,-3.973509933774829,122707.502692962,2068.1214534498836,10169687.097863477,171400.66907392337
NOM,5,CCCAGG,NOM,USD,4,2.23456e-05,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,2.23456e-05,2.23456e-05,2.23456e-05,2.23456e-05,2.23456e-05,2.23456e-05,Cryptonit,0.0,0.0,2.23456e-05,2.23456e-05,2.23456e-05,0.0,0.0,0.0,0.0,50985000.0,1139.290416,174253.3600000009,3.89379588121602
ELP,5,CCCAGG,ELP,USD,4,0.0025184445,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025184445,0.0025184445,0.0025184445,0.0024796992,0.0025184445,0.0024796992,Graviex,0.0,0.0,0.0025184445,0.0025184445,0.0025184445,3.8745299999999854e-05,1.562499999999994,0.0,0.0,419275.38,1055.92177474641,139.5991,0.35157258559994997
UNC,5,CCCAGG,UNC,USD,4,3.8745e-05,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,3.8745e-05,3.8745e-05,3.8745e-05,3.8745e-05,3.8745e-05,3.8745e-05,LiveCoin,0.0,0.0,3.8745e-05,3.8745e-05,3.8745e-05,0.0,0.0,0.0,0.0,8388608.0,325.01661696,6861062.08824115,265.8318506089034
CANDY,5,CCCAGG,CANDY,USD,2,2.0943e-05,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,2.23392e-05,2.23392e-05,2.0943e-05,2.23392e-05,2.23392e-05,2.0943e-05,BigONE,0.0,0.0,2.0943e-05,2.0943e-05,2.0943e-05,-1.396200000000002e-06,-6.250000000000008,-1.396200000000002e-06,-6.250000000000008,12000000.0,251.316,20401049.0,427.25916920699996
XMRG,5,CCCAGG,XMRG,USD,4,1.25802e-06,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,1.3978e-08,1.25802e-06,1.3978e-08,1.3978e-08,1.25802e-06,1.3978e-08,EtherDelta,0.0,0.0,1.25802e-06,1.25802e-06,1.25802e-06,1.244042e-06,8900.0,1.244042e-06,8900.0,21000000.0,26.41842,8000000.0,10.06416
WIT,5,CCCAGG,WIT,USD,4,4.1934e-05,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,4.1934e-05,5.17186e-05,3.91384e-05,5.87076e-05,5.87076e-05,3.91384e-05,IDAX,0.0,0.0,4.1934e-05,4.1934e-05,4.1934e-05,-1.6773599999999998e-05,-28.57142857142857,0.0,0.0,8059.5,0.337967073,396419802.43300086,16623.46799522546
COR,5,CCCAGG,COR,USD,4,0.04649508,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0488973258,0.0488973258,0.04649508,0.046882539,0.046882539,0.04649508,Cryptopia,0.0,0.0,0.04649508,0.04649508,0.04649508,-0.0003874589999999997,-0.8264462809917349,-0.002402245800000001,-4.912836767036452,0.0,0.0,73.45981014000063,3.4155197492441403
COLX,5,CCCAGG,COLX,USD,4,0.0003099672,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003487131,0.0003487131,0.0003099672,0.0003487131,0.0003487131,0.0003099672,Cryptopia,0.0,0.0,0.0003099672,0.0003099672,0.0003099672,-3.8745900000000005e-05,-11.111111111111112,-3.8745900000000005e-05,-11.111111111111112,0.0,0.0,7413310.354369618,2297.883053274958
CANN,5,CCCAGG,CANN,USD,4,0.0059668686,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066255489,0.006664294800000001,0.0058506309,0.0068580243,0.006974262,0.0059668686,BitTrex,0.0,0.0,0.0059668686,0.0059668686,0.0059668686,-0.0008911557,-12.994350282485875,-0.0006586802999999997,-9.941520467836252,0.0,0.0,1975324.378071566,11786.501006329758
TRK,5,CCCAGG,TRK,USD,1,0.0008523900000000001,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000813645,0.0008523900000000001,0.000813645,0.000813645,0.0008523900000000001,0.000813645,Cryptopia,0.0,0.0,0.0008523900000000001,0.0008523900000000001,0.0008523900000000001,3.874500000000008e-05,4.761904761904772,3.874500000000008e-05,4.761904761904772,0.0,0.0,6008.203793150033,5.121332831243157
CMTC,5,CCCAGG,CMTC,USD,4,0.0110425815,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0110425815,0.0110425815,0.0110425815,0.0110425815,0.0110813274,0.0110425815,Cryptopia,0.0,0.0,0.0110425815,0.0110425815,0.0110425815,0.0,0.0,0.0,0.0,0.0,0.0,863.2795570900009,9.532834866450239
UNIT,5,CCCAGG,UNIT,USD,4,0.018326385,1546196664,0.0,0.0,0,0.0,0.0,2851.17778076,62.96600335847297,0.018326385,0.019256265,0.018171405,0.017938935,0.019256265,0.017938935,Cryptopia,0.0,0.0,0.018326385,0.018326385,0.018326385,0.000387450000000001,2.1598272138228998,0.0,0.0,0.0,0.0,209135.75783772912,3843.416637045811
CAP,5,CCCAGG,CAP,USD,4,0.0001549836,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0001937295,0.0001937295,0.0001549836,0.0001937295,0.0001937295,0.0001549836,Cryptopia,0.0,0.0,0.0001549836,0.0001549836,0.0001549836,-3.8745900000000005e-05,-20.000000000000004,-3.8745900000000005e-05,-20.000000000000004,0.0,0.0,2293058.449799582,355.38645356035846
TRA,5,CCCAGG,TRA,USD,4,6.707999999999999e-05,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,4.89125e-05,9.363250000000001e-05,4.89125e-05,0.00010062,0.0001104025,4.89125e-05,OKEX,0.0,0.0,6.707999999999999e-05,6.707999999999999e-05,6.707999999999999e-05,-3.354000000000001e-05,-33.33333333333334,1.8167499999999985e-05,37.14285714285711,0.0,0.0,1352844652.2999997,90748.81927628396
CET,5,CCCAGG,CET,USD,4,0.004858776,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0048294558,0.0049620948,0.00474708,0.004909039200000001,0.0049620948,0.004607460000000001,CoinEx,0.0,0.0,0.0048643608,0.0048643608,0.004858776,-5.026320000000098e-05,-1.0238907849829548,2.9320200000000282e-05,0.6071118820468402,0.0,0.0,11898409.363367498,57811.70585290528
CHI,5,CCCAGG,CHI,USD,4,0.005731401000000001,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005584800000000001,0.005731401000000001,0.005584800000000001,0.005731401000000001,0.005731401000000001,0.005731401000000001,Liquid,0.0,0.0,0.005731401000000001,0.005731401000000001,0.005731401000000001,0.0,0.0,0.00014660100000000054,2.6250000000000093,0.0,0.0,27215.56485486,155.9833156247095
CHAT,5,CCCAGG,CHAT,USD,4,0.0027897048,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002712213,0.0027897048,0.0026347212,0.0026734671,0.0027897048,0.0026347212,HuobiPro,0.0,0.0,0.0027897048,0.0027897048,0.0027897048,0.00011623769999999974,4.347826086956512,7.749179999999968e-05,2.857142857142845,0.0,0.0,127857559.18520512,356684.8465752508
CARE,5,CCCAGG,CARE,USD,4,0.0003099592,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003487041,0.0003487041,0.0003099592,0.0003487041,0.0003487041,0.0003099592,Graviex,0.0,0.0,0.0003099592,0.0003099592,0.0003099592,-3.874489999999999e-05,-11.111111111111107,-3.874489999999999e-05,-11.111111111111107,0.0,0.0,501175.30569999997,155.34389681452743
CREA,5,CCCAGG,CREA,USD,1,0.0079814494,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009453755599999999,0.009686225,0.006935337099999999,0.009492500499999999,0.009686225,0.006935337099999999,Cryptopia,0.0,0.0,0.0078264698,0.0079814494,0.007477765700000001,-0.001511051099999999,-15.918367346938766,-0.0014723061999999988,-15.573770491803268,0.0,0.0,97039.19749784001,774.5134446456167
DFT,5,CCCAGG,DFT,USD,4,0.0195661745,1546196659,0.0,0.0,0,0.0,0.0,2000.0,37.59384,0.0191787255,0.0195661745,0.0191787255,0.0191012357,0.0195661745,0.0191012357,CoinDeal,0.0,0.0,0.0195661745,0.0195661745,0.0195661745,0.00046493879999999835,2.4340770791074964,0.00038744899999999804,2.02020202020201,0.0,0.0,180947.2,3538.9059814864
DERO,5,CCCAGG,DERO,USD,4,0.916704334,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9151545379999999,0.9298776,0.9151545379999999,0.9143796399999999,0.9686224999999999,0.9143796399999999,StocksExchange,0.0,0.0,0.916704334,0.916704334,0.916704334,0.002324694000000016,0.254237288135595,0.0015497960000000477,0.16934801016088583,0.0,0.0,217064.26074362925,198983.748580191
DCT,5,CCCAGG,DCT,USD,4,0.0656726055,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06470398299999999,0.0710194017,0.0607132583,0.06164313589999999,0.0708256772,0.05958965619999999,BitZ,0.0,0.0,0.0658275851,0.0658275851,0.0656726055,0.004029469600000002,6.536769327467005,0.000968622500000002,1.4970059880239555,0.0,0.0,3333445.19978641,218916.03156144157
DASC,5,CCCAGG,DASC,USD,4,0.015400086,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01940718,0.022325238,0.015386124,0.01940718,0.022325238,0.015386124,CoinFalcon,0.0,0.0,0.015400086,0.015400086,0.015400086,-0.004007093999999999,-20.647482014388487,-0.004007093999999999,-20.647482014388487,0.0,0.0,623561.9120427162,9602.907071782265
SYNX,5,CCCAGG,SYNX,USD,4,0.029717415,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.031112235,0.031189725,0.029252475,0.02929122,0.031189725,0.029252475,BitTrex,0.0,0.0,0.029717415,0.029717415,0.029717415,0.00042619500000000074,1.4550264550264576,-0.001394819999999998,-4.483188044831874,0.0,0.0,2066990.2067890184,61425.605776085074
DARK,5,CCCAGG,DARK,USD,4,0.0122049585,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0123211962,0.0123211962,0.0122049585,0.0122049585,0.0122049585,0.0122049585,Cryptopia,0.0,0.0,0.0122049585,0.0122049585,0.0122049585,0.0,0.0,-0.00011623770000000061,-0.9433962264150993,0.0,0.0,667.07916503,8.141673525405801
DIG,5,CCCAGG,DIG,USD,4,0.0062379289,1546196659,0.0,0.0,0,0.0,0.0,434550.35873539,2503.4366058281253,0.0054630309,0.006276673799999999,0.005036837,0.0054630309,0.006276673799999999,0.005036837,LiveCoin,0.0,0.0,0.0062379289,0.0062379289,0.0062379289,0.0007748980000000004,14.184397163120577,0.0007748980000000004,14.184397163120577,0.0,0.0,14926257.663127989,92901.67641023982
STA,5,CCCAGG,STA,USD,1,0.5997726,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4920615,0.5997726,0.35064225,0.4912866,0.5997726,0.35443926,Tidex,0.0,0.0,0.5997726,0.5997726,0.5997726,0.10848599999999997,22.08201892744479,0.1077111,21.88976377952756,0.0,0.0,10533.9968635,6318.00268721324
DP,5,CCCAGG,DP,USD,4,0.012011229,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0118562454,0.0120499749,0.0118562454,0.0118562454,0.0120499749,0.0118562454,Cryptopia,0.0,0.0,0.012011229,0.012011229,0.012011229,0.00015498360000000024,1.3071895424836621,0.00015498360000000024,1.3071895424836621,0.0,0.0,46998.37487299999,564.5082432274488
